,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,HR홈런,index,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,year,OBP출루율,BB볼넷,index,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,year,BB/K볼넷/삼진,GO땅볼,ISOP순수장타율,GO/AO땅볼/뜬공
1169,8,9,이도형,한화,0.256,119,466,426,46,109,22,0,19.0,188,63,5,3,2006,,1.0,2,송광민,한화,0.350,0.0,0,0,4,2,0.650,0.350,1.000,2,0.4,0.333,2006,,,1.0,2,송광민,한화,0.350,2,7.0,2,3.50,0,0.00,3.20,0.300,3.4,0.32,2006,,,,
1170,9,10,신경현,한화,0.243,100,307,272,26,66,11,0,2.0,83,15,8,1,2006,,2.0,3,백재호,한화,0.349,10.0,0,3,20,1,0.442,0.434,0.876,8,0.409,0.0,2006,,,2.0,3,백재호,한화,0.349,6,22.0,14,1.57,0,0.50,3.86,0.093,15.9,0.306,2006,,,,
1171,10,11,한상훈,한화,0.242,95,187,161,14,39,7,0,1.0,49,11,8,2,2006,,3.0,4,김태균,한화,0.291,82.0,1,2,89,18,0.447,0.405,0.852,32,0.306,0.5,2006,,,3.0,4,김태균,한화,0.291,40,127.0,88,1.44,0,0.92,4.25,0.156,75.6,0.294,2006,,,,
1172,11,12,고동진,한화,0.241,120,414,370,40,89,14,2,4.0,119,29,6,5,2006,,4.0,5,데이비스,한화,0.284,55.0,7,4,85,10,0.487,0.370,0.857,33,0.292,0.333,2006,,,4.0,5,데이비스,한화,0.284,42,117.0,100,1.17,0,0.65,4.01,0.202,72.9,0.288,2006,,,,
1173,12,13,심광호,한화,0.234,80,154,137,11,32,4,0,5.0,51,15,4,1,2006,,5.0,6,클리어,한화,0.271,33.0,0,5,60,9,0.394,0.356,0.750,16,0.25,0.0,2006,,,5.0,6,클리어,한화,0.271,21,75.0,73,1.03,0,0.55,3.93,0.123,38.8,0.259,2006,,,,
1174,13,14,김인철,한화,0.227,69,97,88,9,20,3,0,0.0,23,6,1,0,2006,,6.0,7,조원우,한화,0.267,30.0,0,5,45,6,0.305,0.332,0.637,22,0.292,0.0,2006,,,6.0,7,조원우,한화,0.267,11,111.0,98,1.13,0,0.67,3.67,0.038,37.8,0.226,2006,,,,
1175,14,15,김민재,한화,0.211,121,428,375,41,79,17,0,5.0,111,27,17,1,2006,,7.0,8,이범호,한화,0.257,65.0,2,7,87,11,0.463,0.363,0.826,27,0.261,0.0,2006,,,7.0,8,이범호,한화,0.257,46,100.0,129,0.78,0,0.75,4.08,0.207,70.7,0.279,2006,,,,
1176,15,16,김수연,한화,0.208,109,115,106,15,22,1,0,0.0,23,5,2,0,2006,,8.0,9,이도형,한화,0.256,26.0,0,6,68,7,0.441,0.306,0.747,29,0.208,0.25,2006,,,8.0,9,이도형,한화,0.256,41,112.0,140,0.80,0,0.38,3.58,0.185,57.1,0.248,2006,,,,
1177,16,17,연경흠,한화,0.203,96,209,187,25,38,8,0,9.0,73,20,3,0,2006,,9.0,10,신경현,한화,0.243,25.0,1,1,40,10,0.305,0.308,0.613,17,0.186,1.0,2006,,,9.0,10,신경현,한화,0.243,13,86.0,81,1.06,0,0.63,3.52,0.063,24.6,0.215,2006,,,,
1178,17,18,임수민,한화,0.154,13,15,13,0,2,0,0,0.0,2,0,0,0,2006,,10.0,11,한상훈,한화,0.242,15.0,0,1,29,5,0.304,0.307,0.611,7,0.2,0.0,2006,,,10.0,11,한상훈,한화,0.242,8,48.0,47,1.02,0,0.52,3.99,0.062,15.5,0.214,2006,,,,
1179,18,19,백승룡,한화,0.139,37,47,36,6,5,2,0,0.0,7,0,1,0,2006,,11.0,12,고동진,한화,0.241,21.0,1,12,80,6,0.322,0.299,0.621,19,0.213,0.5,2006,,,11.0,12,고동진,한화,0.241,20,113.0,93,1.22,0,0.26,3.79,0.081,39.1,0.215,2006,,,,
1180,19,20,구대성,한화,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,12.0,13,심광호,한화,0.234,9.0,0,3,43,5,0.372,0.293,0.665,9,0.231,0.0,2006,,,12.0,13,심광호,한화,0.234,9,29.0,34,0.85,0,0.21,3.75,0.139,14.9,0.225,2006,,,,
1181,20,20,김해님,한화,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,13.0,14,김인철,한화,0.227,6.0,0,2,21,3,0.261,0.292,0.553,1,0.267,0.318,2006,,,13.0,14,김인철,한화,0.227,3,28.0,19,1.47,0,0.29,3.98,0.034,6.2,0.197,2006,,,,
1182,21,20,류현진,한화,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2006,,14.0,15,김민재,한화,0.211,31.0,0,4,54,18,0.296,0.277,0.573,17,0.167,0.0,2006,,,14.0,15,김민재,한화,0.211,22,126.0,117,1.08,0,0.57,3.80,0.085,28.2,0.199,2006,,,,
1183,22,20,문동환,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,15.0,16,김수연,한화,0.208,7.0,0,0,18,2,0.217,0.257,0.474,3,0.208,0.167,2006,,,15.0,16,김수연,한화,0.208,1,45.0,21,2.14,0,0.39,4.05,0.009,5.5,0.17,2006,,,,
1184,23,20,오재필,한화,0.000,3,4,4,0,0,0,0,0.0,0,0,0,0,2006,,16.0,17,연경흠,한화,0.203,17.0,1,2,39,7,0.390,0.277,0.667,4,0.085,0.114,2006,,,16.0,17,연경흠,한화,0.203,17,65.0,45,1.44,0,0.44,4.21,0.187,19.4,0.222,2006,,,,
1185,24,20,정범모,한화,0.000,4,1,1,0,0,0,0,0.0,0,0,0,0,2006,,17.0,18,임수민,한화,0.154,2.0,0,0,3,0,0.154,0.267,0.421,0,0.0,0.2,2006,,,17.0,18,임수민,한화,0.154,0,1.0,7,0.14,0,0.67,3.87,0.000,0.7,0.159,2006,,,,
1186,25,20,차명주,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,18.0,19,백승룡,한화,0.139,8.0,0,2,14,0,0.194,0.326,0.520,0,0.167,0.0,2006,,,18.0,19,백승룡,한화,0.139,2,4.0,13,0.31,0,0.57,4.19,0.056,3.7,0.195,2006,,,,
1187,0,1,허준,현대,1.000,1,1,1,1,1,0,0,1.0,4,1,0,0,2006,,19.0,20,구대성,한화,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,19.0,20,구대성,한화,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1188,1,2,이택근,현대,0.322,118,486,419,58,135,21,2,9.0,187,66,9,4,2006,,20.0,20,김해님,한화,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,20.0,20,김해님,한화,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1189,2,3,김승권,현대,0.318,21,23,22,4,7,1,0,1.0,11,7,0,0,2006,,21.0,20,류현진,한화,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,21.0,20,류현진,한화,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1190,3,4,강귀태,현대,0.299,73,159,144,18,43,5,0,4.0,60,18,5,1,2006,,22.0,20,문동환,한화,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,22.0,20,문동환,한화,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1191,4,5,정성훈,현대,0.291,122,492,416,56,121,26,0,13.0,186,66,12,8,2006,,23.0,20,오재필,한화,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2006,,,23.0,20,오재필,한화,0.000,0,2.0,2,1.00,0,-,4.75,0.000,-0.4,0.0,2006,,,,
1192,5,6,전준호,현대,0.287,109,346,303,37,87,10,1,1.0,102,26,16,0,2006,,24.0,20,정범모,한화,0.000,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2006,,,24.0,20,정범모,한화,0.000,0,1.0,0,-,0,-,3.00,0.000,-0.1,0.0,2006,,,,
1193,6,7,이숭용,현대,0.286,119,449,370,44,106,12,0,7.0,139,43,12,3,2006,,25.0,20,차명주,한화,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,25.0,20,차명주,한화,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1194,7,8,김동수,현대,0.279,115,391,333,38,93,12,0,5.0,120,40,17,4,2006,,0.0,1,이대호,롯데,0.336,39.0,5,16,55,11,0.571,0.409,0.980,44,0.389,1.0,2006,,,0.0,1,이대호,롯데,0.336,52,122.0,118,1.03,0,0.71,3.80,0.235,92.0,0.327,2006,,,,
1195,8,9,홍원기,현대,0.270,56,173,148,16,40,6,0,4.0,58,20,9,1,2006,,1.0,2,손용석,롯데,0.333,0.0,0,0,0,0,0.333,0.333,0.666,0,1.0,0.0,2006,,,1.0,2,손용석,롯데,0.333,0,0.0,2,0.00,0,-,4.33,0.000,0.3,0.233,2006,,,,
1196,9,10,송지만,현대,0.270,119,510,441,76,119,16,0,16.0,183,53,12,1,2006,,2.0,3,김문호,롯데,0.300,2.0,0,0,3,0,0.300,0.417,0.717,1,0.5,0.0,2006,,,2.0,3,김문호,롯데,0.300,0,2.0,2,1.00,0,0.67,3.50,0.000,1.5,0.263,2006,,,,
1197,10,11,서튼,현대,0.266,93,394,331,50,88,18,1,18.0,162,61,0,2,2006,,3.0,4,김승관,롯데,0.286,13.0,0,1,14,0,0.400,0.400,0.800,3,0.211,0.292,2006,,,3.0,4,김승관,롯데,0.286,6,19.0,18,1.06,0,0.93,4.30,0.114,12.6,0.28,2006,,,,
1198,11,12,서한규,현대,0.250,88,244,200,28,50,4,1,1.0,59,14,18,1,2006,,4.0,5,정수근,롯데,0.285,26.0,0,1,36,7,0.359,0.344,0.703,26,0.279,0.25,2006,,,4.0,5,정수근,롯데,0.285,17,88.0,88,1.00,0,0.72,3.85,0.075,37.7,0.245,2006,,,,
1199,12,13,차화준,현대,0.248,100,167,149,22,37,5,3,0.0,48,8,7,1,2006,,5.0,6,호세,롯데,0.277,84.0,5,2,83,13,0.487,0.399,0.886,29,0.316,0.0,2006,,,5.0,6,호세,롯데,0.277,43,110.0,110,1.00,0,1.01,3.95,0.210,80.1,0.301,2006,,,,
1200,13,14,유한준,현대,0.244,110,295,246,24,60,16,0,3.0,85,31,14,2,2006,,6.0,7,황동채,롯데,0.253,25.0,0,8,51,8,0.291,0.344,0.635,14,0.196,0.0,2006,,,6.0,7,황동채,롯데,0.253,9,69.0,57,1.21,0,0.49,3.92,0.038,23.5,0.228,2006,,,,
1201,14,15,정수성,현대,0.221,71,90,77,17,17,0,0,0.0,17,4,3,1,2006,,7.0,8,박기혁,롯데,0.252,33.0,0,3,53,7,0.297,0.329,0.626,20,0.295,0.0,2006,,,7.0,8,박기혁,롯데,0.252,14,93.0,86,1.08,0,0.62,3.58,0.045,30.3,0.222,2006,,,,
1202,15,16,강병식,현대,0.218,93,156,133,16,29,7,1,4.0,50,25,0,0,2006,,8.0,9,강민호,롯데,0.251,23.0,2,11,78,5,0.366,0.307,0.673,25,0.308,0.0,2006,,,8.0,9,강민호,롯데,0.251,29,107.0,124,0.86,0,0.29,3.55,0.115,47.3,0.23,2006,,,,
1203,16,17,채종국,현대,0.212,97,257,222,25,47,9,0,2.0,62,19,14,2,2006,,9.0,10,박연수,롯데,0.250,8.0,1,0,16,3,0.357,0.344,0.701,3,0.385,0.235,2006,,,9.0,10,박연수,롯데,0.250,2,15.0,11,1.36,0,0.50,3.83,0.107,6.5,0.244,2006,,,,
1204,17,18,지석훈,현대,0.208,51,66,53,10,11,2,0,1.0,16,9,4,0,2006,,10.0,11,정보명,롯데,0.247,4.0,0,3,30,5,0.309,0.278,0.587,9,0.289,0.0,2006,,,10.0,11,정보명,롯데,0.247,6,57.0,35,1.63,0,0.13,3.49,0.062,11.7,0.202,2006,,,,
1205,18,19,전근표,현대,0.175,51,68,57,5,10,1,0,2.0,17,5,0,0,2006,,11.0,12,존갈,롯데,0.243,15.0,2,0,12,7,0.299,0.333,0.632,6,0.22,0.0,2006,,,11.0,12,존갈,롯데,0.243,6,32.0,38,0.84,0,1.25,3.64,0.056,9.0,0.225,2006,,,,
1206,19,20,강정호,현대,0.150,10,21,20,1,3,1,0,0.0,4,1,1,0,2006,,12.0,13,박현승,롯데,0.242,33.0,0,4,55,4,0.302,0.324,0.626,16,0.235,0.308,2006,,,12.0,13,박현승,롯데,0.242,12,79.0,93,0.85,0,0.60,4.20,0.060,32.0,0.221,2006,,,,
1207,20,21,김민범,현대,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,13.0,14,박준서,롯데,0.241,1.0,0,0,18,0,0.259,0.254,0.513,2,0.375,0.25,2006,,,13.0,14,박준서,롯데,0.241,1,10.0,16,0.63,0,0.06,3.32,0.017,3.5,0.179,2006,,,,
1208,21,21,김성태,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,14.0,15,마이로우,롯데,0.231,52.0,0,6,74,2,0.457,0.396,0.853,12,0.239,0.0,2006,,,14.0,15,마이로우,롯데,0.231,22,40.0,48,0.83,0,0.70,4.62,0.226,41.9,0.292,2006,,,,
1209,22,21,노환수,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,15.0,15,이승준,롯데,0.231,0.0,0,0,13,0,0.308,0.231,0.539,0,0.182,0.25,2006,,,15.0,15,이승준,롯데,0.231,3,5.0,12,0.42,0,0.00,4.00,0.077,2.4,0.181,2006,,,,
1210,23,21,박승민,현대,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,16.0,17,이원석,롯데,0.226,14.0,0,4,55,3,0.265,0.269,0.534,12,0.2,0.0,2006,,,16.0,17,이원석,롯데,0.226,9,77.0,94,0.82,0,0.25,3.60,0.038,22.0,0.187,2006,,,,
1211,24,21,송신영,현대,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,17.0,18,손인호,롯데,0.216,19.0,1,1,27,0,0.281,0.296,0.577,8,0.184,0.0,2006,,,17.0,18,손인호,롯데,0.216,5,46.0,60,0.77,0,0.70,4.09,0.066,16.7,0.203,2006,,,,
1212,25,21,신철인,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,18.0,19,최경환,롯데,0.209,12.0,1,2,32,2,0.270,0.262,0.532,10,0.122,0.4,2006,,,18.0,19,최경환,롯데,0.209,8,58.0,65,0.89,0,0.38,3.58,0.061,13.3,0.185,2006,,,,
1213,26,21,이보근,현대,0.000,3,1,1,0,0,0,0,0.0,0,0,0,0,2006,,19.0,20,박정준,롯데,0.194,6.0,0,0,24,3,0.245,0.240,0.485,5,0.333,0.5,2006,,,19.0,20,박정준,롯데,0.194,5,30.0,25,1.20,0,0.25,3.80,0.051,3.8,0.169,2006,,,,
1214,27,21,이현승,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,20.0,21,이우민,롯데,0.188,4.0,0,4,42,0,0.286,0.240,0.526,5,0.231,0.143,2006,,,20.0,21,이우민,롯데,0.188,7,30.0,20,1.50,0,0.10,4.04,0.098,8.2,0.18,2006,,,,
1215,28,21,장태종,현대,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,21.0,22,이승재,롯데,0.176,1.0,0,0,7,2,0.235,0.194,0.429,2,0.0,0.2,2006,,,21.0,22,이승재,롯데,0.176,2,10.0,12,0.83,0,0.14,3.64,0.059,0.8,0.146,2006,,,,
1216,29,21,조평호,현대,0.000,9,9,6,1,0,0,0,0.0,0,1,0,1,2006,,22.0,23,신명철,롯데,0.175,8.0,0,0,40,2,0.223,0.211,0.434,5,0.227,0.0,2006,,,22.0,23,신명철,롯데,0.175,7,48.0,50,0.96,0,0.20,3.84,0.048,7.0,0.151,2006,,,,
1217,0,21,황두성,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,23.0,24,추경식,롯데,0.100,1.0,0,0,4,1,0.200,0.182,0.382,0,0.0,0.0,2006,,,23.0,24,추경식,롯데,0.100,1,3.0,2,1.50,0,0.25,3.42,0.100,-0.1,0.132,2006,,,,
1218,0,1,김원섭,KIA,0.337,94,213,181,26,61,5,3,0.0,72,13,17,1,2006,,24.0,25,가득염,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,24.0,25,가득염,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1219,1,2,이용규,KIA,0.318,125,552,485,78,154,25,9,1.0,200,39,7,1,2006,,25.0,25,김수화,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,25.0,25,김수화,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1220,2,3,장성호,KIA,0.306,126,540,445,62,136,24,2,13.0,203,79,3,6,2006,,26.0,25,나승현,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,26.0,25,나승현,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1221,3,4,이재주,KIA,0.284,115,436,377,38,107,26,0,13.0,172,59,1,4,2006,,27.0,25,노승욱,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,27.0,25,노승욱,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1222,4,5,김민철,KIA,0.276,75,85,76,15,21,1,2,0.0,26,10,1,1,2006,,28.0,25,박지철,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,28.0,25,박지철,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1223,5,6,김주형,KIA,0.269,34,55,52,8,14,5,0,2.0,25,6,0,0,2006,,29.0,25,박진환,롯데,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2006,,,29.0,25,박진환,롯데,0.000,0,0.0,0,-,0,0.00,7.00,0.000,-0.1,0.0,2006,,,,
1224,6,7,손지환,KIA,0.264,96,293,273,24,72,12,0,4.0,96,21,3,1,2006,,0.0,25,이동훈,롯데,0.000,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2006,,,0.0,25,이동훈,롯데,0.000,0,1.0,0,-,0,0.00,2.50,0.000,-0.2,0.0,2006,,,,
1225,7,8,차일목,KIA,0.259,22,30,27,4,7,0,0,0.0,7,3,1,0,2006,,1.0,25,이명우,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,1.0,25,이명우,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1226,8,9,이현곤,KIA,0.243,77,272,247,27,60,14,1,5.0,91,27,9,2,2006,,2.0,25,이재율,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,2.0,25,이재율,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1227,9,10,이종범,KIA,0.242,93,379,339,41,82,18,1,1.0,105,21,11,0,2006,,3.0,25,이정민,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,3.0,25,이정민,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1228,10,11,김상훈,KIA,0.234,122,417,367,33,86,15,1,2.0,109,35,18,0,2006,,4.0,25,이정훈,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,4.0,25,이정훈,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1229,11,12,조경환,KIA,0.231,54,143,121,11,28,7,0,4.0,47,19,3,1,2006,,5.0,25,주형광,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,5.0,25,주형광,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1230,12,13,김종국,KIA,0.226,111,369,323,35,73,17,1,1.0,95,26,16,2,2006,,6.0,25,최대성,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,6.0,25,최대성,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1231,13,14,송산,KIA,0.225,43,46,40,4,9,2,0,0.0,11,8,2,0,2006,,7.0,25,황준영,롯데,-,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2006,,,7.0,25,황준영,롯데,-,0,0.0,0,-,0,-,-,-,0.0,0.0,2006,,,,
1232,14,15,서브넥,KIA,0.224,40,151,143,14,32,3,1,4.0,49,15,0,1,2006,,0.0,1,이현곤,KIA,0.338,43.0,0,3,61,11,0.419,0.393,0.812,50,0.288,0.0,2007,,,0.0,1,이현곤,KIA,0.338,33,144.0,103,1.40,0,0.70,3.95,0.082,72.8,0.282,2007,,,,
1233,15,16,홍세완,KIA,0.206,66,243,214,14,44,6,0,1.0,53,17,4,2,2006,,1.0,2,최희섭,KIA,0.337,18.0,0,0,37,9,0.528,0.386,0.914,22,0.388,0.0,2007,,,1.0,2,최희섭,KIA,0.337,24,50.0,48,1.04,0,0.49,3.73,0.191,35.8,0.306,2007,,,,
1234,16,17,한규식,KIA,0.181,55,79,72,7,13,0,0,2.0,19,3,3,0,2006,,2.0,3,김정수,KIA,0.333,0.0,0,0,0,0,0.667,0.333,1.000,0,0.0,0.0,2007,,,2.0,3,김정수,KIA,0.333,1,1.0,1,1.00,0,-,3.33,0.333,0.5,0.317,2007,,,,
1235,17,18,김경언,KIA,0.180,73,114,100,14,18,5,0,0.0,23,8,2,0,2006,,3.0,3,류은재,KIA,0.333,0.0,0,0,3,0,0.833,0.333,1.166,0,0.0,0.0,2007,,,3.0,3,류은재,KIA,0.333,2,0.0,5,0.00,0,0.00,4.67,0.500,3.1,0.358,2007,,,,
1236,18,19,심재학,KIA,0.176,56,139,119,7,21,5,0,2.0,32,7,1,3,2006,,4.0,5,장성호,KIA,0.281,63.0,3,3,30,10,0.420,0.381,0.801,29,0.236,0.375,2007,,,4.0,5,장성호,KIA,0.281,33,124.0,133,0.93,0,2.10,4.03,0.139,64.8,0.276,2007,,,,
1237,19,20,스캇,KIA,0.163,48,169,153,10,25,1,1,6.0,46,14,0,1,2006,,5.0,6,이용규,KIA,0.280,37.0,0,7,40,4,0.355,0.344,0.699,29,0.279,0.0,2007,,,5.0,6,이용규,KIA,0.280,25,146.0,133,1.10,0,0.93,4.08,0.075,55.1,0.244,2007,,,,
1238,20,21,김경진,KIA,0.158,14,21,19,4,3,0,0,1.0,6,1,0,0,2006,,6.0,7,서튼,KIA,0.274,21.0,4,1,25,0,0.425,0.398,0.823,6,0.174,0.0,2007,,,6.0,7,서튼,KIA,0.274,10,24.0,28,0.86,0,0.84,3.98,0.151,18.9,0.285,2007,,,,
1239,21,22,신동주,KIA,0.077,8,14,13,0,1,0,0,0.0,1,0,0,0,2006,,7.0,8,권윤민,KIA,0.263,0.0,0,1,4,2,0.368,0.300,0.668,0,0.0,0.0,2007,,,7.0,8,권윤민,KIA,0.263,1,5.0,5,1.00,0,0.00,3.20,0.105,1.3,0.227,2007,,,,
1240,22,23,류은재,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,8.0,9,김상훈,KIA,0.263,20.0,0,7,40,6,0.344,0.318,0.662,22,0.264,0.0,2007,,,8.0,9,김상훈,KIA,0.263,20,106.0,92,1.15,0,0.50,3.60,0.081,35.8,0.229,2007,,,,
1241,23,23,윤석민,KIA,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2006,,9.0,10,홍세완,KIA,0.261,20.0,0,4,22,8,0.402,0.338,0.740,13,0.271,0.0,2007,,,9.0,10,홍세완,KIA,0.261,14,65.0,62,1.05,0,0.91,4.17,0.141,26.2,0.253,2007,,,,
1242,24,23,이동현,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,10.0,11,이재주,KIA,0.259,34.0,0,0,47,9,0.374,0.344,0.718,15,0.233,0.167,2007,,,10.0,11,이재주,KIA,0.259,18,73.0,65,1.12,0,0.72,3.94,0.115,31.9,0.248,2007,,,,
1243,25,23,임준혁,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,11.0,12,송산,KIA,0.245,10.0,0,1,33,6,0.340,0.292,0.632,6,0.156,0.19,2007,,,11.0,12,송산,KIA,0.245,7,58.0,30,1.93,0,0.30,4.02,0.094,14.4,0.216,2007,,,,
1244,26,23,장문석,KIA,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,12.0,13,김원섭,KIA,0.243,38.0,0,2,58,5,0.332,0.328,0.660,20,0.244,0.143,2007,,,12.0,13,김원섭,KIA,0.243,18,104.0,76,1.37,0,0.66,4.34,0.089,34.7,0.231,2007,,,,
1245,27,23,전병두,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,13.0,14,김종국,KIA,0.240,40.0,0,6,39,13,0.347,0.342,0.689,20,0.241,0.0,2007,,,13.0,14,김종국,KIA,0.240,19,94.0,88,1.07,0,1.03,4.00,0.108,36.2,0.241,2007,,,,
1246,28,23,정원,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,14.0,15,심재학,KIA,0.235,7.0,0,0,6,3,0.314,0.328,0.642,3,0.118,0.077,2007,,,14.0,15,심재학,KIA,0.235,4,14.0,19,0.74,0,1.17,4.24,0.078,4.6,0.226,2007,,,,
1247,29,23,조태수,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2006,,15.0,16,김주형,KIA,0.231,5.0,0,4,30,3,0.463,0.288,0.751,6,0.167,0.333,2007,,,15.0,16,김주형,KIA,0.231,13,21.0,33,0.64,0,0.17,3.44,0.231,14.2,0.245,2007,,,,
1248,0,23,차정민,KIA,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2006,,16.0,17,조경환,KIA,0.225,16.0,0,4,39,3,0.403,0.329,0.732,6,0.219,0.227,2007,,,16.0,17,조경환,KIA,0.225,13,25.0,36,0.69,0,0.41,4.31,0.178,16.8,0.249,2007,,,,
1249,0,1,홍성흔,두산,0.287,119,424,390,36,112,16,0,10.0,158,56,2,2,2006,,17.0,18,손지환,KIA,0.217,21.0,0,6,31,12,0.326,0.283,0.609,8,0.269,0.167,2007,,,17.0,18,손지환,KIA,0.217,16,75.0,109,0.69,0,0.68,3.55,0.109,25.2,0.209,2007,,,,
1250,1,2,안경현,두산,0.284,125,499,423,45,120,21,0,15.0,186,70,5,5,2006,,18.0,19,한규식,KIA,0.192,3.0,0,1,13,1,0.288,0.250,0.538,3,0.167,0.0,2007,,,18.0,19,한규식,KIA,0.192,3,18.0,11,1.64,0,0.23,4.03,0.096,3.7,0.185,2007,,,,
1251,2,3,이종욱,두산,0.284,120,448,388,76,110,14,6,1.0,139,32,11,1,2006,,19.0,20,김경진,KIA,0.175,3.0,0,1,8,1,0.263,0.226,0.489,1,0.231,0.0,2007,,,19.0,20,김경진,KIA,0.175,3,23.0,17,1.35,0,0.38,3.67,0.088,3.5,0.167,2007,,,,
1252,3,4,김진수,두산,0.278,17,21,18,2,5,1,0,0.0,6,3,1,0,2006,,20.0,21,이종범,KIA,0.174,13.0,0,2,25,6,0.209,0.217,0.426,9,0.18,0.5,2007,,,20.0,21,이종범,KIA,0.174,7,93.0,95,0.98,0,0.52,3.57,0.036,9.9,0.15,2007,,,,
1253,4,5,고영민,두산,0.270,116,359,315,38,85,15,5,2.0,116,29,7,1,2006,,21.0,22,김연훈,KIA,0.148,3.0,0,1,17,3,0.213,0.194,0.407,1,0.071,0.0,2007,,,21.0,22,김연훈,KIA,0.148,2,19.0,18,1.06,0,0.18,3.91,0.066,1.8,0.141,2007,,,,
