,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
3779,21,22,서동욱,넥센,0.233,55,118,103,14,24,5,0,3.0,38,15,1,0,2015,28.0,0,10,58,4,0.484,0.321,0.805,10,0.128,0.182,28,44.0,78,0.56,1,0.48,4.19,0.276,36.7,0.265
3780,22,23,임병욱,넥센,0.186,40,52,43,13,8,1,1,1.0,14,3,0,0,2015,7.0,0,1,36,1,0.264,0.243,0.507,6,0.2,0.0,7,45.0,31,1.45,1,0.19,3.49,0.064,9.3,0.175
3781,23,24,장영석,넥센,0.125,6,8,8,0,1,0,0,0.0,1,0,0,0,2015,7.0,0,5,29,3,0.286,0.272,0.558,2,0.16,0.0,8,26.0,20,1.30,0,0.24,4.0,0.11,6.6,0.194
3782,24,25,김민준,넥센,0.000,2,2,1,1,0,0,0,0.0,0,0,0,0,2015,1.0,0,1,6,1,0.261,0.24,0.501,1,0.222,0.0,2,6.0,7,0.86,0,0.17,3.6,0.087,1.2,0.173
3783,25,25,김택형,넥센,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,2.0,0,4,13,3,0.237,0.246,0.483,1,0.308,0.0,4,21.0,15,1.40,0,0.15,3.44,0.068,2.5,0.17
3784,26,25,마정길,넥센,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,9.0,0,1,23,0,0.156,0.215,0.371,2,0.167,0.2,2,35.0,26,1.35,1,0.39,3.47,0.021,2.9,0.136
3785,27,25,문성현,넥센,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,0.00,7.00,0.000,-0.1,0.0
3786,28,25,손승락,넥센,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3787,29,25,한현희,넥센,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3788,0,1,이진석,SK,0.500,6,2,2,1,1,0,0,0.0,1,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3789,1,2,김기현,SK,0.429,9,9,7,0,3,0,0,0.0,3,0,0,0,2015,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,0,-,0,-,5.00,0.000,-0.1,0.0
3790,2,3,이현석,SK,0.333,3,3,3,1,1,0,0,1.0,4,2,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3791,3,3,홍명찬,SK,0.333,5,3,3,0,1,0,0,0.0,1,0,0,0,2015,0.0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,0.00,4.00,0.000,-0.2,0.0
3792,4,5,정의윤,SK,0.320,91,297,259,38,83,14,0,14.0,139,51,0,3,2015,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,2.0,1,2.00,0,-,5.67,0.000,0.2,0.0
3793,5,6,이명기,SK,0.315,137,582,521,88,164,30,2,3.0,207,35,11,4,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3794,6,7,최정민,SK,0.308,8,15,13,1,4,0,0,0.0,4,2,1,0,2015,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,-,5.00,0.000,-0.1,0.0
3795,7,8,김성현,SK,0.297,129,449,397,49,118,20,0,8.0,162,48,12,2,2015,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,0.00,3.00,0.000,-0.2,0.0
3796,8,9,최정,SK,0.295,81,330,275,43,81,17,0,17.0,149,58,1,3,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3797,9,10,허웅,SK,0.294,18,19,17,2,5,1,0,0.0,6,3,0,0,2015,68.0,3,1,96,6,0.472,0.406,0.878,39,0.354,0.0,42,144.0,67,2.15,7,0.71,4.15,0.155,83.4,0.301
3798,10,11,이재원,SK,0.282,140,559,489,58,138,18,1,17.0,209,100,0,5,2015,55.0,8,8,118,9,0.557,0.384,0.941,45,0.354,0.75,67,140.0,107,1.31,10,0.47,4.02,0.243,105.6,0.312
3799,11,12,박정권,SK,0.281,124,494,438,66,123,23,0,21.0,209,70,4,2,2015,60.0,2,14,112,14,0.639,0.421,1.060,32,0.322,0.167,54,73.0,79,0.92,7,0.54,4.21,0.329,92.5,0.349
3800,12,13,나주환,SK,0.268,96,273,246,31,66,15,0,5.0,96,22,12,1,2015,108.0,4,1,134,17,0.529,0.428,0.957,38,0.34,0.0,50,129.0,90,1.43,10,0.81,4.51,0.223,109.2,0.325
3801,13,14,김연훈,SK,0.267,49,73,60,4,16,1,0,1.0,20,3,5,1,2015,25.0,0,4,45,11,0.392,0.367,0.759,25,0.28,0.167,17,94.0,63,1.49,1,0.56,3.66,0.087,38.9,0.263
3802,14,15,이대수,SK,0.264,36,86,72,9,19,3,0,2.0,28,12,6,1,2015,52.0,2,14,102,14,0.420,0.382,0.802,40,0.295,0.429,38,128.0,113,1.13,2,0.51,4.04,0.119,76.5,0.277
3803,15,16,조동화,SK,0.261,119,304,245,38,64,6,1,2.0,78,15,22,2,2015,48.0,1,4,122,14,0.521,0.350,0.871,43,0.242,0.308,69,109.0,154,0.71,7,0.39,3.71,0.230,90.5,0.288
3804,16,17,브라운,SK,0.261,137,539,464,82,121,21,2,28.0,230,76,0,2,2015,17.0,0,4,100,9,0.410,0.318,0.728,23,0.198,0.0,27,66.0,72,0.92,3,0.17,3.74,0.135,40.7,0.246
3805,17,18,정상호,SK,0.254,113,324,279,34,71,11,1,12.0,120,49,8,0,2015,2.0,0,0,8,2,0.394,0.314,0.708,2,0.333,0.2,2,8.0,8,1.00,0,0.25,3.92,0.121,3.4,0.24
3806,18,19,박진만,SK,0.248,78,162,133,12,33,5,0,2.0,44,14,2,0,2015,5.0,0,0,19,3,0.397,0.308,0.705,1,0.286,0.31,6,19.0,16,1.19,2,0.26,3.84,0.137,8.1,0.238
3807,19,20,박재상,SK,0.248,108,292,250,34,62,12,2,7.0,99,37,6,1,2015,7.0,2,3,38,11,0.347,0.277,0.624,20,0.224,0.091,18,107.0,90,1.19,6,0.18,3.51,0.092,25.7,0.211
3808,20,21,김강민,SK,0.246,96,328,293,43,72,17,0,4.0,101,31,4,1,2015,14.0,0,1,39,6,0.321,0.283,0.604,15,0.2,0.0,15,91.0,73,1.25,0,0.36,3.57,0.075,23.9,0.208
3809,21,22,윤중환,SK,0.240,15,28,25,1,6,0,0,1.0,9,4,0,0,2015,18.0,0,4,40,4,0.319,0.362,0.681,6,0.226,0.0,7,23.0,25,0.92,3,0.45,3.91,0.078,14.2,0.243
3810,22,23,박계현,SK,0.231,97,302,264,27,61,2,0,0.0,63,21,13,1,2015,7.0,0,0,31,4,0.344,0.278,0.622,7,0.25,0.0,11,34.0,31,1.10,1,0.23,3.50,0.104,11.1,0.211
3811,23,24,김민식,SK,0.167,23,26,24,4,4,0,0,0.0,4,0,0,0,2015,10.0,0,6,43,2,0.340,0.306,0.646,5,0.265,0.25,8,43.0,23,1.87,0,0.23,3.89,0.113,16.2,0.223
3812,24,25,박윤,SK,0.111,17,29,27,1,3,0,0,0.0,3,0,1,0,2015,1.0,0,0,11,2,0.246,0.229,0.475,3,0.125,0.125,2,25.0,18,1.39,0,0.09,3.04,0.029,2.8,0.165
3813,25,26,김재현,SK,0.105,46,20,19,13,2,0,1,0.0,4,0,0,0,2015,6.0,0,0,6,0,0.286,0.353,0.639,1,0.364,0.167,2,8.0,8,1.00,0,1.00,4.17,0.071,3.4,0.23
3814,26,26,안정광,SK,0.105,10,19,19,0,2,0,0,0.0,2,1,0,0,2015,5.0,0,1,39,2,0.304,0.224,0.528,3,0.174,0.111,5,22.0,15,1.47,0,0.13,4.03,0.130,6.0,0.177
3815,27,28,유서준,SK,0.083,17,13,12,5,1,0,0,0.0,1,0,0,0,2015,4.0,0,0,12,1,0.154,0.267,0.421,1,0.0,0.0,0,4.0,6,0.67,0,0.33,3.90,0.000,1.0,0.159
3816,28,29,고효준,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,7.0,0,1,16,1,0.250,0.267,0.517,2,0.059,0.125,3,18.0,10,1.80,1,0.44,4.52,0.096,3.8,0.183
3817,29,29,박정배,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,7.0,0,0,17,2,0.148,0.246,0.394,1,0.091,0.0,0,17.0,12,1.42,0,0.41,4.08,0.000,1.1,0.148
3818,0,29,박철우,SK,0.000,19,2,2,1,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,6,0,0.125,0.125,0.250,0,0.0,0.0,0,1.0,0,-,0,0.00,4.63,0.000,-0.2,0.088
3819,1,29,서진용,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,1,3,0,0.111,0.200,0.311,0,0.5,0.333,0,5.0,0,-,0,0.00,3.20,0.000,0.3,0.118
3820,2,29,신재웅,SK,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3821,3,29,윤길현,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,0,2.0,0,-,0,0.00,3.60,0.000,-0.5,0.0
3822,4,29,이재영,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3823,5,29,이창욱,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3824,6,29,이한진,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,1.0,0,1,1,0,0.000,0.222,0.222,0,0.0,0.0,0,5.0,1,5.00,0,1.00,3.44,0.000,0.0,0.1
3825,7,29,정우람,SK,-,5,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3826,8,29,채병용,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3827,0,1,이창열,한화,0.5,5,2,2,0,1,1,0,0.0,2,1,0,0,2015,1.0,0,0,3,0,0.000,0.167,0.167,0,0.0,0.0,0,2.0,0,-,0,0.33,5.33,0.000,-0.1,0.075
3828,1,2,이용규,한화,0.341,124,585,493,94,168,15,7,4.0,209,42,11,4,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3829,2,3,김경언,한화,0.337,107,437,377,58,127,21,1,16.0,198,78,5,3,2015,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,0,-,0,-,6.00,0.000,-0.1,0.0
3830,3,4,박노민,한화,0.333,23,26,24,1,8,0,0,0.0,8,4,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3831,4,5,정근우,한화,0.316,126,552,468,99,148,30,2,12.0,218,66,13,2,2015,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,0.00,4.00,0.000,-0.2,0.0
3832,5,6,김태균,한화,0.316,133,524,408,61,129,28,0,21.0,220,104,1,5,2015,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,1,1.00,0,-,3.00,0.000,-0.2,0.0
3833,6,7,정현석,한화,0.31,43,133,116,20,36,6,0,1.0,45,12,2,0,2015,0.0,0,0,3,0,0.625,0.458,1.083,2,0.8,1.0,2,6.0,4,1.50,0,0.00,3.44,0.167,5.4,0.362
3834,7,8,하주석,한화,0.3,4,11,10,3,3,0,0,0.0,3,1,0,0,2015,0.0,0,0,3,0,1.143,0.429,1.572,1,0.667,0.333,3,1.0,0,-,0,0.00,3.86,0.714,2.5,0.479
3835,8,9,최진행,한화,0.291,109,410,333,55,97,17,0,18.0,168,64,5,3,2015,1.0,0,0,3,1,0.520,0.385,0.905,3,0.0,0.0,3,8.0,5,1.60,0,0.33,3.37,0.160,3.9,0.303
3836,9,10,이종환,한화,0.29,44,106,100,14,29,4,0,0.0,33,12,0,0,2015,30.0,1,7,68,13,0.566,0.386,0.952,54,0.421,1.0,63,137.0,135,1.01,12,0.44,3.56,0.219,98.6,0.315
3837,10,11,이시찬,한화,0.281,34,72,64,7,18,1,0,0.0,19,6,1,2,2015,33.0,0,5,70,16,0.511,0.357,0.868,46,0.284,0.5,58,140.0,140,1.00,9,0.47,3.55,0.198,84.5,0.288
3838,11,12,폭스,한화,0.278,38,121,108,16,30,4,0,7.0,55,25,0,2,2015,60.0,7,9,57,15,0.562,0.391,0.953,43,0.314,0.333,56,104.0,180,0.58,11,1.05,3.80,0.252,100.3,0.316
3839,12,13,모건,한화,0.273,10,42,33,2,9,2,0,0.0,11,5,0,1,2015,20.0,0,6,49,1,0.390,0.385,0.775,19,0.25,0.318,12,57.0,41,1.39,1,0.41,3.83,0.080,32.2,0.271
3840,13,14,강경학,한화,0.257,120,376,311,50,80,7,4,2.0,101,27,17,3,2015,20.0,0,1,46,0,0.406,0.373,0.779,16,0.413,0.5,10,52.0,45,1.16,2,0.43,3.95,0.097,33.5,0.269
3841,14,15,장운호,한화,0.254,42,141,114,17,29,4,0,2.0,39,8,11,0,2015,85.0,1,17,90,8,0.571,0.451,1.022,32,0.304,0.5,48,62.0,115,0.54,8,0.94,4.18,0.263,96.5,0.346
3842,15,16,이성열,한화,0.25,101,268,232,35,58,10,2,9.0,99,36,5,2,2015,2.0,0,2,15,1,0.419,0.362,0.781,0,0.294,0.385,3,9.0,6,1.50,0,0.13,4.13,0.116,6.1,0.268
3843,16,16,지시완,한화,0.25,9,12,12,1,3,1,0,0.0,4,0,0,0,2015,5.0,0,7,15,2,0.463,0.400,0.863,5,0.357,0.0,7,27.0,6,4.50,0,0.33,3.89,0.164,13.2,0.296
3844,17,18,송광민,한화,0.243,12,41,37,2,9,2,0,0.0,11,1,1,0,2015,60.0,1,5,108,8,0.496,0.386,0.882,31,0.308,0.333,49,84.0,102,0.82,6,0.56,4.08,0.204,76.9,0.298
3845,18,19,김태완,한화,0.239,22,50,46,5,11,2,0,0.0,13,3,0,0,2015,34.0,0,6,55,9,0.499,0.355,0.854,20,0.244,0.313,36,82.0,112,0.73,2,0.62,3.75,0.217,57.9,0.285
3846,19,20,조인성,한화,0.232,106,310,276,33,64,11,0,11.0,108,44,11,1,2015,15.0,0,0,46,2,0.336,0.307,0.643,16,0.313,0.5,16,100.0,71,1.41,3,0.33,3.89,0.064,30.1,0.222
3847,20,21,한상훈,한화,0.23,35,75,61,7,14,4,0,0.0,18,8,5,0,2015,36.0,0,10,104,7,0.373,0.333,0.706,32,0.221,0.5,29,114.0,116,0.98,1,0.35,3.85,0.106,57.4,0.243
3848,21,22,신성현,한화,0.225,64,117,102,17,23,3,0,4.0,38,17,2,0,2015,19.0,1,4,66,5,0.461,0.322,0.783,14,0.26,0.24,27,49.0,68,0.72,4,0.29,3.94,0.195,36.5,0.26
3849,22,23,권용관,한화,0.22,116,341,296,32,65,8,1,5.0,90,22,17,1,2015,9.0,0,1,38,2,0.432,0.317,0.749,8,0.308,0.0,14,27.0,32,0.84,0,0.24,3.94,0.167,16.5,0.251
3850,23,24,주현상,한화,0.21,103,246,214,18,45,7,0,0.0,52,12,6,2,2015,5.0,0,0,8,2,0.278,0.310,0.588,3,0.0,0.0,2,11.0,10,1.10,0,0.63,4.26,0.056,3.2,0.209
3851,24,25,김회성,한화,0.209,83,268,225,36,47,10,2,16.0,109,35,3,2,2015,15.0,0,0,16,2,0.288,0.348,0.636,3,0.3,0.385,5,28.0,14,2.00,2,0.94,4.14,0.068,8.8,0.229
3852,25,26,송주호,한화,0.2,121,156,140,18,28,6,0,1.0,37,9,8,0,2015,7.0,0,3,15,1,0.257,0.313,0.570,3,0.167,0.0,3,21.0,19,1.11,0,0.47,4.05,0.043,6.1,0.205
3853,26,27,허도환,한화,0.176,61,106,91,8,16,7,0,1.0,26,6,3,0,2015,5.0,0,3,10,3,0.224,0.282,0.506,2,0.174,0.167,1,31.0,20,1.55,0,0.50,3.39,0.013,4.9,0.183
3854,27,28,황선일,한화,0.174,13,25,23,1,4,2,0,0.0,6,2,0,0,2015,19.0,1,1,52,6,0.305,0.276,0.581,5,0.146,0.091,11,53.0,37,1.43,2,0.37,4.13,0.109,14.7,0.2
3855,28,29,고동진,한화,0.169,27,70,59,5,10,4,0,0.0,14,7,5,0,2015,5.0,0,0,12,1,0.220,0.283,0.503,1,0.25,0.0,1,15.0,6,2.50,1,0.42,3.87,0.024,2.7,0.182
3856,29,30,정범모,한화,0.135,51,114,96,3,13,2,0,0.0,15,10,7,1,2015,1.0,0,0,8,0,0.179,0.207,0.386,1,0.429,0.0,0,9.0,6,1.50,1,0.13,3.57,0.000,0.7,0.138
3857,0,31,권혁,한화,0.000,9,1,1,0,0,0,0,0.0,0,0,0,0,2015,3.0,0,0,9,2,0.167,0.222,0.389,0,0.214,0.5,0,21.0,5,4.20,1,0.33,4.28,0.000,1.0,0.142
3858,1,31,김기현,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,2.0,0,0,6,0,0.267,0.212,0.479,0,0.0,0.0,1,14.0,6,2.33,0,0.33,3.44,0.100,2.2,0.162
3859,2,31,김민우,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,2.0,0,0,10,1,0.205,0.190,0.395,1,0.143,0.0,2,5.0,19,0.26,0,0.20,3.56,0.051,1.0,0.137
3860,3,31,박성호,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,3.0,0,0,10,1,0.138,0.219,0.357,1,0.143,0.333,0,11.0,4,2.75,0,0.30,4.00,0.000,0.2,0.133
3861,4,31,박정진,한화,0.000,2,1,1,0,0,0,0,0.0,0,0,0,0,2015,2.0,0,0,3,0,0.077,0.188,0.265,0,0.0,0.2,0,5.0,5,1.00,0,0.67,4.25,0.000,0.4,0.104
3862,5,31,박한길,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3863,6,31,윤규진,한화,0.000,2,2,2,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,2,6.0,4,1.50,0,0.00,3.44,0.167,5.4,0.362
3864,7,31,임익준,한화,0.000,4,3,2,1,0,0,0,0.0,0,1,0,1,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,3,1.0,0,-,0,0.00,3.86,0.714,2.5,0.479
3865,8,31,정대훈,한화,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,3,8.0,5,1.60,0,0.33,3.37,0.160,3.9,0.303
3866,9,31,조정원,한화,0.000,2,1,1,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,63,137.0,135,1.01,12,0.44,3.56,0.219,98.6,0.315
3867,10,31,채기영,한화,0.000,3,2,2,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,58,140.0,140,1.00,9,0.47,3.55,0.198,84.5,0.288
3868,11,31,탈보트,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,56,104.0,180,0.58,11,1.05,3.80,0.252,100.3,0.316
3869,0,1,김주찬,KIA,0.327,98,377,333,66,109,23,2,18.0,190,62,1,8,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,12,57.0,41,1.39,1,0.41,3.83,0.080,32.2,0.271
3870,1,2,필,KIA,0.325,143,591,536,81,174,35,1,22.0,277,101,0,9,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,10,52.0,45,1.16,2,0.43,3.95,0.097,33.5,0.269
3871,2,3,황대인,KIA,0.273,22,44,44,3,12,2,0,2.0,20,7,0,0,2015,1.0,0,0,2,0,0.000,0.111,0.111,0,0.0,0.0,48,62.0,115,0.54,8,0.94,4.18,0.263,96.5,0.346
3872,3,4,이범호,KIA,0.270,138,514,437,60,118,25,0,28.0,227,79,0,4,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,3,9.0,6,1.50,0,0.13,4.13,0.116,6.1,0.268
3873,4,5,김원섭,KIA,0.267,110,341,277,45,74,13,3,5.0,108,33,6,2,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,7,27.0,6,4.50,0,0.33,3.89,0.164,13.2,0.296
3874,5,6,신종길,KIA,0.262,99,348,313,56,82,13,4,5.0,118,28,4,0,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,49,84.0,102,0.82,6,0.56,4.08,0.204,76.9,0.298
3875,6,7,김민우,KIA,0.260,90,315,269,28,70,16,1,6.0,106,34,21,3,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,36,82.0,112,0.73,2,0.62,3.75,0.217,57.9,0.285
3876,7,8,최희섭,KIA,0.256,42,149,125,18,32,3,0,6.0,53,20,0,1,2015,0.0,0,0,0,0,-,-,-,0,0.0,0.0,16,100.0,71,1.41,3,0.33,3.89,0.064,30.1,0.222
3877,8,9,나지완,KIA,0.253,116,368,304,34,77,16,0,7.0,114,31,0,2,2015,0.0,0,0,0,0,0.500,0.500,1.000,0,1.0,0.0,29,114.0,116,0.98,1,0.35,3.85,0.106,57.4,0.243
3878,9,10,김다원,KIA,0.245,108,274,245,31,60,9,0,5.0,84,30,0,2,2015,0.0,0,0,3,1,0.400,0.400,0.800,1,0.5,0.5,27,49.0,68,0.72,4,0.29,3.94,0.195,36.5,0.26
3879,10,11,백용환,KIA,0.234,65,177,154,22,36,6,0,10.0,72,30,0,3,2015,55.0,1,8,70,9,0.428,0.420,0.848,42,0.434,0.0,14,27.0,32,0.84,0,0.24,3.94,0.167,16.5,0.251
3880,11,12,김주형,KIA,0.229,45,88,83,2,19,3,0,2.0,28,3,0,0,2015,21.0,1,3,43,2,0.497,0.408,0.905,15,0.339,0.333,2,11.0,10,1.10,0,0.63,4.26,0.056,3.2,0.209
3881,12,13,최용규,KIA,0.225,69,200,182,23,41,4,3,2.0,57,18,1,2,2015,9.0,0,1,24,7,0.504,0.370,0.874,10,0.289,0.3,5,28.0,14,2.00,2,0.94,4.14,0.068,8.8,0.229
3882,13,14,이성우,KIA,0.222,79,134,117,8,26,8,0,1.0,37,16,5,3,2015,74.0,6,12,103,2,0.679,0.427,1.106,45,0.304,1.0,3,21.0,19,1.11,0,0.47,4.05,0.043,6.1,0.205
3883,14,15,김호령,KIA,0.218,103,283,257,31,56,10,2,1.0,73,21,6,0,2015,67.0,2,9,136,4,0.497,0.388,0.885,56,0.32,0.0,1,31.0,20,1.55,0,0.50,3.39,0.013,4.9,0.183
3884,15,16,이홍구,KIA,0.216,112,246,222,25,48,10,1,12.0,96,39,5,0,2015,56.0,2,16,95,18,0.578,0.404,0.982,39,0.354,0.0,11,53.0,37,1.43,2,0.37,4.13,0.109,14.7,0.2
3885,16,17,오준혁,KIA,0.213,32,86,80,11,17,2,0,2.0,25,10,1,2,2015,38.0,0,13,48,13,0.422,0.394,0.816,30,0.311,0.0,1,15.0,6,2.50,1,0.42,3.87,0.024,2.7,0.182
3886,17,18,강한울,KIA,0.205,90,292,264,30,54,8,3,0.0,68,12,12,0,2015,54.0,0,1,73,11,0.408,0.376,0.784,40,0.315,0.5,0,9.0,6,1.50,1,0.13,3.57,0.000,0.7,0.138
3887,18,19,박기남,KIA,0.203,51,93,69,8,14,3,0,0.0,17,3,3,0,2015,65.0,6,2,78,11,0.506,0.396,0.902,33,0.342,0.8,0,21.0,5,4.20,1,0.33,4.28,0.000,1.0,0.142
3888,19,20,이인행,KIA,0.200,20,33,30,0,6,0,0,0.0,6,0,1,0,2015,14.0,0,0,30,3,0.311,0.368,0.679,13,0.286,0.167,1,14.0,6,2.33,0,0.33,3.44,0.100,2.2,0.162
3889,20,21,박찬호,KIA,0.182,69,150,137,13,25,5,1,0.0,32,6,4,0,2015,0.0,0,2,4,3,0.360,0.333,0.693,1,0.143,0.0,2,5.0,19,0.26,0,0.20,3.56,0.051,1.0,0.137
3890,21,22,차일목,KIA,0.174,11,25,23,0,4,0,0,0.0,4,2,0,0,2015,5.0,0,1,9,0,0.341,0.362,0.703,2,0.235,0.0,0,11.0,4,2.75,0,0.30,4.00,0.000,0.2,0.133
3891,22,23,윤해진,KIA,0.171,28,38,35,4,6,1,0,1.0,10,2,1,1,2015,30.0,0,3,64,15,0.467,0.334,0.801,22,0.318,0.125,0,5.0,5,1.00,0,0.67,4.25,0.000,0.4,0.104
3892,23,23,이은총,KIA,0.171,11,38,35,3,6,1,0,0.0,7,3,1,0,2015,66.0,0,2,62,4,0.308,0.416,0.724,17,0.179,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
3893,24,25,박준태,KIA,0.167,51,88,66,15,11,2,1,0.0,15,4,3,0,2015,22.0,0,9,44,14,0.285,0.293,0.578,19,0.206,0.0,2,6.0,4,1.50,0,0.00,3.44,0.167,5.4,0.362
3894,25,25,최병연,KIA,0.167,19,7,6,2,1,0,0,0.0,1,0,0,0,2015,22.0,0,9,91,9,0.336,0.278,0.614,13,0.232,0.071,3,1.0,0,-,0,0.00,3.86,0.714,2.5,0.479
3895,26,27,고장혁,KIA,0.154,82,57,52,17,8,2,0,1.0,13,4,1,0,2015,8.0,0,1,21,5,0.298,0.272,0.570,3,0.136,0.0,3,8.0,5,1.60,0,0.33,3.37,0.160,3.9,0.303
3896,27,28,이호신,KIA,0.140,54,62,50,9,7,1,0,0.0,8,3,3,1,2015,0.0,0,1,2,0,0.167,0.286,0.453,0,0.0,0.0,63,137.0,135,1.01,12,0.44,3.56,0.219,98.6,0.315
3897,28,29,노수광,KIA,0.083,10,14,12,2,1,1,0,0.0,2,1,0,0,2015,1.0,0,0,1,1,0.167,0.286,0.453,0,0.0,0.5,58,140.0,140,1.00,9,0.47,3.55,0.198,84.5,0.288
3898,29,30,김광수,KIA,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,3,0,0.154,0.154,0.308,0,0.0,0.0,56,104.0,180,0.58,11,1.05,3.80,0.252,100.3,0.316
3899,0,30,김병현,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,2.0,0,0,9,1,0.304,0.200,0.504,0,0.167,0.0,12,57.0,41,1.39,1,0.41,3.83,0.080,32.2,0.271
3900,1,30,김준,KIA,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,3,0,0.444,0.111,0.555,0,0.333,0.25,10,52.0,45,1.16,2,0.43,3.95,0.097,33.5,0.269
3901,2,30,김태영,KIA,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2015,0.0,0,0,5,0,0.083,0.083,0.166,0,0.143,0.0,48,62.0,115,0.54,8,0.94,4.18,0.263,96.5,0.346
