,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
119,19,20,조승현,현대,0.163,31,50,43,3,7,1,0,2.0,14,7,4,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
120,20,21,정수성,현대,0.154,50,16,13,6,2,0,0,0.0,2,0,1,0,2002,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,0,-,0,0.00,4.00,0.000,-0.2,0.0
121,21,22,이용주,현대,0.150,23,22,20,5,3,0,0,1.0,6,2,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
122,22,23,서한규,현대,0.130,86,50,46,8,6,1,1,0.0,9,3,1,0,2002,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,3.0,5,0.60,0,0.00,3.50,0.000,-0.8,0.0
123,23,24,서성민,현대,0.109,36,50,46,3,5,0,0,1.0,8,1,1,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
124,24,25,김필중,현대,0.000,3,2,2,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
125,25,25,배힘찬,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,0.00,7.00,0.000,-0.1,0.0
126,26,25,이대환,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
127,27,25,전준호,현대,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
128,28,25,조용준,현대,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2002,3.0,0,3,10,0,0.000,0.222,0.222,0,0.0,0.0,0,5.0,6,0.83,0,0.30,4.04,0.000,0.1,0.1
129,0,1,윤태수,두산,0.333,3,3,3,0,1,1,0,0.0,2,0,0,0,2002,1.0,0,0,3,1,0.643,0.467,1.110,0,0.2,0.4,1,4.0,1,4.00,0,0.33,3.60,0.214,3.2,0.371
130,1,2,김동주,두산,0.318,120,487,415,63,132,21,0,26.0,231,79,0,7,2002,42.0,3,5,57,7,0.492,0.375,0.867,36,0.193,0.5,43,136.0,100,1.36,0,0.74,3.51,0.184,71.9,0.292
131,2,3,송원국,두산,0.308,45,70,65,9,20,5,0,3.0,34,13,0,0,2002,2.0,0,1,4,0,0.529,0.400,0.929,1,0.0,0.0,2,5.0,3,1.67,0,0.50,3.20,0.235,4.0,0.312
132,3,4,강인권,두산,0.294,38,56,51,4,15,1,0,0.0,16,1,1,0,2002,47.0,1,18,70,17,0.446,0.374,0.820,38,0.377,0.0,38,154.0,118,1.31,0,0.67,3.80,0.155,75.9,0.28
133,4,5,홍성흔,두산,0.289,127,484,432,51,125,17,0,18.0,196,70,7,3,2002,45.0,3,4,75,12,0.507,0.358,0.865,34,0.291,0.286,49,120.0,123,0.98,0,0.60,3.88,0.218,75.7,0.288
134,5,6,안경현,두산,0.288,130,548,486,50,140,24,4,8.0,196,58,7,6,2002,23.0,0,5,47,5,0.427,0.351,0.778,16,0.295,0.143,24,59.0,75,0.79,0,0.49,3.85,0.145,36.7,0.265
135,6,7,장원진,두산,0.275,130,488,444,55,122,12,3,1.0,143,30,7,3,2002,9.0,0,6,37,4,0.405,0.341,0.746,8,0.324,0.136,14,38.0,37,1.03,0,0.24,3.75,0.124,20.3,0.255
136,7,8,최경환,두산,0.274,126,403,369,69,101,18,1,13.0,160,47,0,2,2002,49.0,2,7,114,8,0.599,0.353,0.952,42,0.303,0.0,69,108.0,138,0.78,0,0.43,3.85,0.319,100.1,0.309
137,8,9,김호,두산,0.262,91,179,164,13,43,4,1,4.0,61,16,5,0,2002,17.0,0,6,44,4,0.391,0.320,0.711,19,0.276,0.143,18,98.0,77,1.27,0,0.39,3.89,0.121,37.6,0.242
138,9,10,우즈,두산,0.256,119,469,407,53,104,18,3,25.0,203,82,0,7,2002,17.0,1,12,41,4,0.382,0.360,0.742,8,0.256,0.333,10,54.0,47,1.15,0,0.41,3.95,0.115,28.2,0.258
139,10,11,강봉규,두산,0.250,93,182,160,30,40,6,1,5.0,63,25,3,1,2002,19.0,0,9,40,1,0.327,0.331,0.658,12,0.222,0.0,11,72.0,82,0.88,0,0.48,3.82,0.065,31.3,0.231
140,11,12,전상렬,두산,0.246,125,290,268,39,66,12,2,5.0,97,26,2,2,2002,26.0,0,11,45,13,0.387,0.308,0.695,35,0.202,0.0,36,164.0,157,1.04,0,0.58,3.61,0.129,57.1,0.235
141,12,13,심재학,두산,0.245,119,463,383,56,94,16,3,15.0,161,57,0,7,2002,47.0,0,0,57,6,0.412,0.359,0.771,20,0.365,0.364,25,74.0,83,0.89,0,0.82,4.29,0.155,44.4,0.265
142,13,14,정수근,두산,0.235,122,482,426,58,100,9,2,3.0,122,22,8,1,2002,22.0,1,9,51,4,0.430,0.323,0.753,7,0.246,0.0,23,58.0,84,0.69,0,0.43,3.94,0.187,37.1,0.253
143,14,15,유재웅,두산,0.211,52,61,57,3,12,1,0,1.0,16,5,0,0,2002,4.0,1,3,31,1,0.300,0.299,0.599,3,0.24,1.0,4,16.0,7,2.29,0,0.13,4.37,0.071,6.5,0.21
144,15,16,홍원기,두산,0.171,109,191,170,17,29,6,0,1.0,38,11,1,3,2002,2.0,0,0,10,4,0.239,0.228,0.467,4,0.2,0.0,2,41.0,20,2.05,0,0.20,3.75,0.023,3.9,0.162
145,16,17,김민호,두산,0.156,95,185,160,14,25,3,1,2.0,36,11,6,4,2002,2.0,1,1,32,1,0.318,0.234,0.552,4,0.185,0.105,9,41.0,12,3.42,0,0.06,3.84,0.103,8.6,0.185
146,17,18,문희성,두산,0.125,13,19,16,0,2,0,0,0.0,2,2,0,0,2002,20.0,1,6,99,2,0.429,0.279,0.708,15,0.151,0.0,31,57.0,66,0.86,0,0.20,4.12,0.214,35.1,0.233
147,18,19,고영민,두산,0.100,16,10,10,1,1,0,0,0.0,1,1,0,0,2002,0.0,0,2,12,0,0.179,0.214,0.393,1,0.25,0.167,0,12.0,9,1.33,0,0.00,3.72,0.000,1.6,0.141
148,19,20,이종민,두산,0.091,14,12,11,2,1,0,0,0.0,1,0,0,0,2002,0.0,0,0,4,0,0.167,0.167,0.334,0,0.0,0.0,0,0.0,1,0.00,0,0.00,3.67,0.000,0.0,0.117
149,20,21,김성균,두산,0.000,3,1,1,0,0,0,0,0.0,0,0,0,0,2002,2.0,1,0,13,1,0.191,0.184,0.375,0,0.091,0.2,2,11.0,16,0.69,0,0.15,3.92,0.043,0.5,0.131
150,21,21,김학재,두산,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,-0.3,0.0
151,22,21,레스,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
152,23,21,이경환,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
153,24,21,이상훈,두산,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2002,1.0,0,0,0,0,-,1.000,1.000,0,0.0,0.0,0,0.0,0,-,0,-,5.00,-,0.3,0.45
154,25,21,이재영,두산,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
155,26,21,이혜천,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
156,27,21,진필중,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,0,-,0,-,3.00,0.000,-0.1,0.0
157,28,21,차명주,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
158,0,1,김재구,SK,0.429,15,15,14,3,6,0,0,1.0,9,5,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
159,1,2,이진영,SK,0.308,128,475,419,73,129,22,8,13.0,206,40,6,3,2002,3.0,0,0,6,1,0.586,0.469,1.055,4,0.0,0.0,3,5.0,6,0.83,0,0.50,4.31,0.172,6.2,0.358
160,2,3,안재만,SK,0.294,5,20,17,3,5,1,0,1.0,9,2,0,0,2002,73.0,6,8,103,14,0.525,0.415,0.940,43,0.321,0.167,51,148.0,75,1.97,0,0.71,4.06,0.210,94.3,0.318
161,3,4,채종범,SK,0.291,127,557,478,79,139,19,2,17.0,213,68,11,3,2002,58.0,4,9,136,14,0.570,0.375,0.945,37,0.295,0.0,58,106.0,106,1.00,0,0.43,3.75,0.279,98.0,0.311
162,4,5,이호준,SK,0.288,129,499,444,76,128,24,2,23.0,225,64,4,2,2002,20.0,0,2,51,9,0.417,0.347,0.764,16,0.298,0.306,18,73.0,49,1.49,0,0.39,3.64,0.128,32.6,0.26
163,5,6,잉글린,SK,0.282,78,279,248,33,70,18,0,6.0,106,36,0,3,2002,46.0,5,4,97,6,0.505,0.364,0.869,29,0.265,0.2,45,127.0,66,1.92,0,0.47,4.08,0.218,71.4,0.29
164,6,7,정경배,SK,0.281,75,174,153,19,43,11,1,2.0,62,14,4,2,2002,10.0,0,1,18,0,0.427,0.368,0.795,2,0.3,0.0,7,13.0,24,0.54,0,0.56,3.80,0.147,12.6,0.272
165,7,8,페르난데스,SK,0.281,132,556,499,81,140,24,0,45.0,299,107,0,1,2002,4.0,0,0,20,1,0.411,0.299,0.710,5,0.375,0.0,6,19.0,15,1.27,0,0.20,3.62,0.151,8.5,0.237
166,8,9,조원우,SK,0.269,116,329,297,42,80,8,2,8.0,116,36,7,2,2002,24.0,1,3,57,5,0.453,0.320,0.773,17,0.25,0.0,33,80.0,84,0.95,0,0.42,3.78,0.193,42.9,0.257
167,9,10,양현석,SK,0.267,88,223,191,23,51,4,0,6.0,73,25,1,2,2002,3.0,0,1,10,2,0.326,0.319,0.645,1,0.25,0.333,1,10.0,12,0.83,0,0.30,3.89,0.070,4.1,0.225
168,10,11,최태원,SK,0.262,121,300,260,28,68,7,2,2.0,85,22,10,2,2002,20.0,0,1,32,4,0.311,0.324,0.635,8,0.15,0.0,7,69.0,47,1.47,0,0.63,3.55,0.056,20.0,0.224
169,11,12,김민재,SK,0.258,131,548,488,51,126,21,3,12.0,189,50,19,4,2002,41.0,2,2,103,13,0.362,0.347,0.709,16,0.25,0.188,18,81.0,40,2.03,0,0.40,4.23,0.107,36.6,0.247
170,12,13,김기태,SK,0.257,101,337,284,32,73,15,1,9.0,117,46,3,3,2002,24.0,1,2,88,1,0.417,0.306,0.723,15,0.263,0.167,27,60.0,81,0.74,0,0.27,4.06,0.169,39.8,0.242
171,13,14,김동수,SK,0.243,95,299,251,28,61,10,2,11.0,108,32,14,3,2002,20.0,2,2,66,10,0.414,0.282,0.696,22,0.234,0.286,31,113.0,101,1.12,0,0.30,3.57,0.173,41.7,0.23
172,14,15,송재익,SK,0.229,116,78,70,13,16,3,1,0.0,21,5,1,0,2002,0.0,0,0,6,1,0.476,0.238,0.714,2,0.2,0.0,4,8.0,2,4.00,0,0.00,3.90,0.238,1.8,0.226
173,15,16,강성우,SK,0.216,62,100,88,2,19,2,0,0.0,21,8,8,2,2002,40.0,0,7,78,10,0.358,0.313,0.671,19,0.221,0.25,27,91.0,116,0.78,0,0.51,4.14,0.131,40.9,0.23
174,16,17,양용모,SK,0.215,74,116,107,14,23,8,0,1.0,34,10,5,1,2002,13.0,0,3,41,3,0.318,0.277,0.595,5,0.179,0.0,10,49.0,35,1.40,0,0.32,3.96,0.115,13.5,0.204
175,17,18,조경환,SK,0.214,93,310,280,37,60,15,3,13.0,120,33,2,2,2002,14.0,0,1,42,2,0.409,0.258,0.667,8,0.231,0.0,20,61.0,52,1.17,0,0.33,4.18,0.207,21.4,0.218
176,18,19,정상호,SK,0.179,28,43,39,1,7,0,0,0.0,7,4,1,1,2002,9.0,0,2,40,1,0.246,0.243,0.489,8,0.098,0.133,7,72.0,47,1.53,0,0.23,3.77,0.045,12.1,0.171
177,19,20,김동건,SK,0.167,10,6,6,0,1,0,0,0.0,1,0,0,0,2002,0.0,0,0,2,0,0.200,0.200,0.400,0,0.0,0.25,0,1.0,1,1.00,0,0.00,4.00,0.000,0.1,0.14
178,20,21,강혁,SK,0.149,31,49,47,3,7,2,0,0.0,9,2,0,0,2002,22.0,1,0,41,6,0.269,0.273,0.542,8,0.26,0.24,11,65.0,46,1.41,0,0.54,3.74,0.081,12.4,0.19
179,21,22,김강민,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,2,1,0.167,0.143,0.310,0,0.0,0.0,0,3.0,1,3.00,0,0.00,2.63,0.000,0.1,0.106
180,22,22,박계원,SK,-,3,0,0,1,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,4,0,0.167,0.167,0.334,0,0.0,0.0,0,5.0,1,5.00,0,0.00,2.92,0.000,0.1,0.117
181,23,22,오승준,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,2.0,0,0,3,0,0.100,0.250,0.350,0,0.0,0.1,0,3.0,3,1.00,0,0.67,4.67,0.000,0.3,0.138
182,24,22,윤형국,SK,-,11,1,0,1,0,0,0,0.0,0,0,0,0,2002,0.0,0,1,11,1,0.125,0.091,0.216,0,0.333,0.0,2,12.0,7,1.71,0,0.00,3.62,0.063,-1.3,0.072
183,25,22,이대수,SK,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,0.00,4.50,0.000,0.2,0.0
184,26,22,정대현,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
185,27,22,조동화,SK,0.000,4,1,1,1,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
186,28,22,조웅천,SK,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
187,29,22,채병용,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
188,0,1,조윤채,한화,0.414,21,32,29,9,12,2,0,1.0,17,1,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
189,1,2,이영우,한화,0.315,133,564,476,96,150,26,1,24.0,250,52,7,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
190,2,3,송지만,한화,0.291,131,557,488,84,142,18,2,38.0,278,104,0,2,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
191,3,4,강석천,한화,0.289,94,266,242,27,70,11,1,6.0,101,28,1,1,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
192,4,5,데이비스,한화,0.287,115,456,404,56,116,23,1,21.0,204,72,0,2,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
193,5,6,황우구,한화,0.280,43,91,75,9,21,5,0,2.0,32,13,4,1,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
194,6,7,가르시아,한화,0.260,24,77,73,7,19,3,1,2.0,30,8,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
195,7,8,이범호,한화,0.260,111,329,296,41,77,20,2,11.0,134,35,4,2,2002,0.0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,2,0.50,0,0.00,4.17,0.000,-0.6,0.0
196,8,9,조현수,한화,0.256,33,47,43,4,11,0,0,1.0,14,4,0,0,2002,0.0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0,0,5.0,2,2.50,0,0.00,3.44,0.000,-1.2,0.0
197,9,10,허준,한화,0.255,103,227,196,14,50,5,0,2.0,61,11,8,2,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
198,10,11,김태균,한화,0.255,105,344,298,25,76,11,0,7.0,108,34,1,2,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
199,11,12,장종훈,한화,0.248,101,331,302,38,75,15,0,12.0,126,42,1,2,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
200,12,13,이도형,한화,0.241,123,392,365,36,88,15,0,16.0,151,55,2,3,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
201,13,14,조효상,한화,0.238,24,21,21,2,5,3,1,0.0,10,2,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
202,14,15,임수민,한화,0.227,127,427,366,55,83,16,1,10.0,131,35,11,2,2002,0.0,0,0,0,0,0.333,0.333,0.666,0,0.0,0.0,0,2.0,0,-,0,-,2.67,0.000,0.3,0.233
203,15,16,조경택,한화,0.204,107,177,157,15,32,6,0,4.0,50,16,4,0,2002,8.0,2,1,28,1,0.438,0.332,0.770,19,0.205,0.0,15,74.0,45,1.64,0,0.29,3.23,0.133,28.3,0.259
204,16,17,백재호,한화,0.202,78,210,193,25,39,10,0,10.0,79,35,1,1,2002,27.0,5,3,44,9,0.426,0.337,0.763,23,0.292,0.0,34,122.0,108,1.13,0,0.61,3.67,0.141,49.4,0.258
205,17,18,김수연,한화,0.201,126,217,199,31,40,6,0,1.0,49,6,6,0,2002,34.0,2,2,58,8,0.365,0.346,0.711,24,0.291,0.3,21,123.0,87,1.41,0,0.59,3.81,0.080,46.4,0.247
206,18,19,조현,한화,0.200,6,5,5,0,1,0,0,0.0,1,0,0,0,2002,19.0,1,7,66,6,0.447,0.345,0.792,20,0.288,0.0,27,48.0,70,0.69,0,0.29,4.11,0.169,36.8,0.267
207,19,20,김종석,한화,0.188,77,209,186,21,35,9,0,2.0,50,14,0,1,2002,10.0,0,6,34,4,0.369,0.330,0.699,9,0.261,0.148,10,48.0,42,1.14,0,0.29,3.33,0.101,19.9,0.241
208,20,21,신국환,한화,0.167,7,8,6,1,1,0,0,0.0,1,1,1,1,2002,23.0,2,0,52,4,0.333,0.315,0.648,19,0.26,0.0,15,103.0,69,1.49,0,0.44,3.70,0.069,31.8,0.225
209,21,21,조정권,한화,0.167,15,12,12,1,2,0,0,0.0,2,0,0,0,2002,18.0,0,4,37,4,0.402,0.332,0.734,12,0.267,0.172,17,66.0,52,1.27,0,0.49,3.55,0.139,27.0,0.25
210,22,23,송혁,한화,0.100,12,12,10,0,1,0,0,0.0,1,0,0,0,2002,32.0,0,7,32,4,0.401,0.356,0.757,16,0.3,0.176,22,96.0,69,1.39,0,1.00,4.00,0.139,38.4,0.26
211,23,24,채상병,한화,0.063,29,34,32,0,2,2,0,0.0,4,2,1,0,2002,25.0,0,2,62,8,0.382,0.310,0.692,22,0.138,0.0,24,106.0,93,1.14,0,0.40,3.84,0.121,40.8,0.235
212,24,25,김대원,한화,0.000,15,2,2,5,0,0,0,0.0,0,0,0,0,2002,8.0,1,0,20,0,0.324,0.329,0.653,5,0.278,0.0,3,14.0,17,0.82,0,0.40,3.89,0.074,6.8,0.229
213,25,25,김백만,한화,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2002,5.0,0,4,18,3,0.344,0.338,0.682,3,0.133,0.125,4,13.0,18,0.72,0,0.28,3.66,0.094,7.6,0.238
214,26,25,김병준,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,9.0,0,0,38,6,0.287,0.290,0.577,8,0.233,0.25,6,40.0,25,1.60,0,0.24,3.88,0.044,9.6,0.202
215,27,25,김장백,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,1.0,0,0,11,0,0.276,0.258,0.534,2,0.333,0.0,1,6.0,6,1.00,0,0.09,3.61,0.034,2.4,0.185
216,28,25,김정수,한화,-,5,0,0,0,0,0,0,0.0,0,0,0,0,2002,18.0,0,7,42,2,0.290,0.300,0.590,15,0.2,0.0,14,91.0,65,1.40,0,0.43,3.68,0.055,24.7,0.208
217,29,25,김홍집,한화,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2002,14.0,0,5,75,5,0.379,0.271,0.650,15,0.2,0.0,24,55.0,77,0.71,0,0.19,3.91,0.159,25.8,0.217
218,0,25,마정길,한화,-,6,0,0,0,0,0,0,0.0,0,0,0,0,2002,10.0,0,0,30,2,0.298,0.274,0.572,6,0.115,0.1,8,34.0,34,1.00,0,0.33,3.67,0.081,9.8,0.198
219,1,25,박정진,한화,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2002,1.0,0,1,11,0,0.256,0.244,0.500,2,0.167,0.5,1,11.0,9,1.22,0,0.09,3.38,0.051,2.4,0.174
220,2,25,방진호,한화,-,2,0,0,1,0,0,0,0.0,0,0,0,0,2002,4.0,0,0,35,0,0.315,0.227,0.542,3,0.2,0.125,8,30.0,37,0.81,0,0.11,3.37,0.110,8.0,0.181
221,3,25,서창호,한화,-,14,0,0,0,0,0,0,0.0,0,0,0,0,2002,3.0,0,1,9,1,0.340,0.259,0.599,1,0.0,0.0,3,17.0,14,1.21,0,0.33,3.60,0.140,4.6,0.202
222,4,25,송진우,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,14.0,0,2,46,2,0.303,0.273,0.576,5,0.303,0.091,10,37.0,34,1.09,0,0.30,4.10,0.110,11.8,0.199
223,5,25,이상목,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,5.0,0,1,9,1,0.216,0.302,0.518,0,0.333,0.2,1,14.0,7,2.00,0,0.56,3.77,0.027,2.3,0.19
224,6,25,임주택,한화,0.000,6,6,6,0,0,0,0,0.0,0,0,0,0,2002,7.0,0,12,47,1,0.253,0.277,0.530,7,0.176,0.333,7,47.0,31,1.52,0,0.15,3.64,0.065,11.3,0.188
225,7,25,정성열,한화,0.000,9,9,9,0,0,0,0,0.0,0,0,0,0,2002,5.0,0,4,22,0,0.257,0.265,0.522,0,0.067,0.111,6,21.0,18,1.17,0,0.23,3.50,0.081,6.0,0.184
226,8,25,조규수,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,2.0,0,2,22,2,0.221,0.205,0.426,2,0.083,0.167,2,14.0,22,0.64,0,0.09,4.00,0.059,2.3,0.148
227,9,25,지승민,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,1.0,0,0,12,1,0.182,0.176,0.358,0,0.077,0.0,1,8.0,8,1.00,0,0.08,4.15,0.030,0.3,0.125
228,10,25,최영필,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2002,6.0,1,0,12,0,0.200,0.239,0.439,1,0.182,0.091,2,11.0,12,0.92,0,0.50,4.00,0.075,2.3,0.158
229,11,25,파라,한화,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2002,3.0,0,0,15,0,0.226,0.171,0.397,0,0.111,0.0,2,4.0,10,0.40,0,0.20,4.31,0.129,1.4,0.133
230,12,25,피코타,한화,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2002,0.0,0,0,5,0,0.091,0.091,0.182,0,0.0,0.0,0,2.0,3,0.67,0,0.00,4.36,0.000,-0.4,0.064
231,0,1,최준석,롯데,0.333,2,3,3,0,1,0,0,0.0,1,0,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
232,1,2,에레라,롯데,0.305,53,222,210,23,64,8,1,6.0,92,20,2,1,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
233,2,3,최기문,롯데,0.285,123,415,383,34,109,22,4,8.0,163,50,2,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
234,3,4,김응국,롯데,0.284,116,412,373,35,106,15,3,3.0,136,49,2,1,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
235,4,5,이대호,롯데,0.278,74,281,255,27,71,19,0,8.0,114,32,0,0,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
236,5,6,이동욱,롯데,0.268,79,189,168,14,45,6,1,3.0,62,20,4,1,2002,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,-,7.00,0.000,-0.1,0.0
237,6,7,김대익,롯데,0.264,91,332,303,36,80,12,0,3.0,101,21,5,1,2002,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
238,7,8,허문회,롯데,0.263,92,233,209,18,55,11,0,6.0,84,21,0,1,2002,84.0,7,3,52,7,0.532,0.417,0.949,38,0.348,0.0,59,134.0,145,0.92,0,1.62,4.07,0.216,103.4,0.321
239,8,9,박정태,롯데,0.262,103,308,267,26,70,14,1,7.0,107,38,2,0,2002,59.0,5,7,58,8,0.515,0.389,0.904,48,0.337,0.0,64,127.0,178,0.71,0,1.02,3.85,0.200,104.9,0.304
240,9,10,박현승,롯데,0.260,94,379,346,37,90,15,0,9.0,132,35,1,5,2002,60.0,1,1,84,11,0.510,0.393,0.903,36,0.315,0.0,39,96.0,96,1.00,0,0.71,4.02,0.209,74.7,0.304
241,10,11,김정현,롯데,0.250,24,76,68,10,17,2,0,1.0,22,6,0,0,2002,4.0,0,0,3,2,0.353,0.429,0.782,1,0.4,0.0,1,6.0,3,2.00,0,1.33,3.78,0.059,2.5,0.281
242,11,11,엄정대,롯데,0.250,51,74,64,14,16,3,0,1.0,22,6,0,1,2002,45.0,0,3,54,13,0.483,0.347,0.830,39,0.31,0.0,49,155.0,146,1.06,0,0.83,3.80,0.193,79.9,0.277
243,12,13,박기혁,롯데,0.243,66,146,136,15,33,6,0,0.0,39,8,1,0,2002,29.0,0,1,56,3,0.440,0.353,0.793,16,0.297,0.31,19,61.0,70,0.87,0,0.52,3.80,0.160,40.3,0.269
244,13,14,박종윤,롯데,0.241,10,31,29,2,7,1,0,0.0,8,5,0,1,2002,30.0,2,3,69,9,0.388,0.330,0.718,29,0.27,0.333,31,131.0,106,1.24,0,0.43,3.62,0.109,51.6,0.246
