,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,년도,경기타입
24,25,김동욱,KT,0.135,3,0,1,14,2,0.378,0.220,0.598,0,0.200,0.250,2016,KBO 정규시즌
25,26,김진곤,KT,0.125,0,0,0,1,0,0.125,0.125,0.250,0,0.000,0.000,2016,KBO 정규시즌
26,27,김민혁,KT,0.103,2,0,0,8,0,0.138,0.161,0.299,0,0.000,0.111,2016,KBO 정규시즌
27,28,김만수,KT,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
28,28,김사율,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
29,28,김재윤,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,28,박세진,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
1,28,배우열,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
2,28,심재민,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
3,28,엄상백,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
4,28,정성곤,KT,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
5,28,정주후,KT,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
6,28,홍성무,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
7,28,홍성용,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,1,노관현,KIA,0.500,0,0,0,2,0,0.500,0.500,1.000,0,0.333,0.750,2017,KBO 정규시즌
1,2,이진영,KIA,0.400,1,0,2,1,0,0.400,0.625,1.025,0,0.000,0.000,2017,KBO 정규시즌
2,3,김선빈,KIA,0.370,39,4,5,40,10,0.477,0.420,0.897,51,0.382,0.167,2017,KBO 정규시즌
3,4,최형우,KIA,0.342,96,8,11,82,15,0.576,0.450,1.026,54,0.368,0.000,2017,KBO 정규시즌
4,5,최정민,KIA,0.333,0,0,0,4,0,0.444,0.333,0.777,1,0.250,0.000,2017,KBO 정규시즌
5,6,이명기,KIA,0.332,28,0,3,57,2,0.459,0.371,0.830,49,0.383,0.429,2017,KBO 정규시즌
6,7,버나디나,KIA,0.320,41,2,11,112,9,0.540,0.372,0.912,49,0.331,0.000,2017,KBO 정규시즌
7,8,안치홍,KIA,0.316,43,1,4,70,19,0.513,0.373,0.886,47,0.319,0.000,2017,KBO 정규시즌
8,9,김주찬,KIA,0.309,31,0,4,59,17,0.489,0.359,0.848,39,0.322,0.250,2017,KBO 정규시즌
9,10,최원준,KIA,0.308,10,0,2,20,2,0.462,0.351,0.813,11,0.342,0.267,2017,KBO 정규시즌
10,11,나지완,KIA,0.301,62,0,23,105,10,0.534,0.405,0.939,37,0.294,0.222,2017,KBO 정규시즌
11,12,서동욱,KIA,0.282,33,0,3,86,5,0.420,0.352,0.772,23,0.316,0.192,2017,KBO 정규시즌
12,13,이범호,KIA,0.272,52,3,7,81,9,0.505,0.365,0.870,30,0.317,0.429,2017,KBO 정규시즌
13,14,김호령,KIA,0.267,9,0,2,23,0,0.389,0.343,0.732,5,0.259,0.600,2017,KBO 정규시즌
14,15,오준혁,KIA,0.250,1,0,0,3,0,0.250,0.308,0.558,0,0.500,0.143,2017,KBO 정규시즌
15,16,신종길,KIA,0.241,3,0,2,13,1,0.361,0.278,0.639,3,0.185,0.343,2017,KBO 정규시즌
16,17,고장혁,KIA,0.237,0,0,0,9,1,0.316,0.231,0.547,1,0.091,0.000,2017,KBO 정규시즌
17,18,김지성,KIA,0.234,1,0,1,14,1,0.426,0.265,0.691,2,0.100,0.375,2017,KBO 정규시즌
18,19,한승택,KIA,0.229,6,0,1,25,1,0.277,0.289,0.566,3,0.261,0.000,2017,KBO 정규시즌
19,20,유재신,KIA,0.222,1,0,0,6,0,0.222,0.263,0.485,0,0.250,0.000,2017,KBO 정규시즌
20,21,김민식,KIA,0.222,26,0,5,55,7,0.293,0.283,0.576,14,0.340,0.000,2017,KBO 정규시즌
21,22,백용환,KIA,0.176,3,0,0,3,2,0.176,0.300,0.476,1,0.200,0.000,2017,KBO 정규시즌
22,23,김주형,KIA,0.170,8,0,1,13,5,0.217,0.233,0.450,1,0.231,0.222,2017,KBO 정규시즌
23,24,이호신,KIA,0.143,1,0,0,3,1,0.143,0.250,0.393,0,0.000,0.000,2017,KBO 정규시즌
24,25,고효준,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
25,25,김광수,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
26,25,김세현,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
27,25,김윤동,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
28,25,김진우,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
29,25,박지훈,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,25,박진태,KIA,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
1,25,손영민,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
2,25,심동섭,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
3,25,이인행,KIA,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
4,25,이정훈,KIA,0.000,0,0,1,1,0,0.000,0.333,0.333,0,0.000,0.000,2017,KBO 정규시즌
5,25,임기영,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
6,25,임기준,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
7,25,임창용,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
8,25,최병연,KIA,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
9,25,최영필,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
10,25,한승혁,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
11,25,홍건희,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
12,25,홍재호,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,1,김강률,두산,1.000,0,0,0,0,0,1.000,1.000,2.000,0,1.000,0.000,2017,KBO 정규시즌
1,2,박건우,두산,0.366,41,2,10,64,15,0.582,0.424,1.006,56,0.353,0.250,2017,KBO 정규시즌
2,3,김재환,두산,0.340,81,10,7,123,8,0.603,0.429,1.032,56,0.342,0.000,2017,KBO 정규시즌
3,4,박유연,두산,0.333,0,0,0,2,0,0.333,0.333,0.666,0,0.000,0.000,2017,KBO 정규시즌
4,5,오재일,두산,0.306,45,0,5,80,5,0.561,0.378,0.939,29,0.315,0.333,2017,KBO 정규시즌
5,6,민병헌,두산,0.304,47,2,19,74,14,0.445,0.389,0.834,44,0.306,0.000,2017,KBO 정규시즌
6,7,최주환,두산,0.301,38,1,9,58,10,0.424,0.370,0.794,31,0.308,0.200,2017,KBO 정규시즌
7,8,에반스,두산,0.296,61,0,3,114,15,0.490,0.372,0.862,45,0.291,0.667,2017,KBO 정규시즌
8,9,김재호,두산,0.293,36,1,3,52,6,0.438,0.371,0.809,19,0.292,0.000,2017,KBO 정규시즌
9,10,박세혁,두산,0.284,19,0,5,44,1,0.398,0.354,0.752,9,0.264,0.250,2017,KBO 정규시즌
10,11,정진호,두산,0.283,19,1,1,32,2,0.434,0.345,0.779,14,0.367,0.333,2017,KBO 정규시즌
11,12,양의지,두산,0.277,43,1,12,53,17,0.441,0.373,0.814,21,0.302,0.154,2017,KBO 정규시즌
12,13,조수행,두산,0.277,4,0,1,12,0,0.319,0.346,0.665,0,0.143,0.000,2017,KBO 정규시즌
13,14,서예일,두산,0.261,1,0,0,6,1,0.348,0.292,0.640,1,0.333,0.000,2017,KBO 정규시즌
14,15,류지혁,두산,0.259,21,0,4,55,2,0.360,0.317,0.677,20,0.225,0.000,2017,KBO 정규시즌
15,16,허경민,두산,0.257,29,0,10,48,15,0.347,0.327,0.674,18,0.239,0.000,2017,KBO 정규시즌
16,17,오재원,두산,0.237,47,1,2,85,5,0.353,0.332,0.685,15,0.215,0.300,2017,KBO 정규시즌
17,18,국해성,두산,0.209,5,0,4,23,2,0.349,0.281,0.630,4,0.385,0.118,2017,KBO 정규시즌
18,19,이성곤,두산,0.200,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000,2017,KBO 정규시즌
19,20,김민혁,두산,0.190,0,0,0,6,1,0.286,0.190,0.476,1,0.286,0.182,2017,KBO 정규시즌
20,21,김인태,두산,0.186,1,0,0,11,0,0.349,0.205,0.554,0,0.083,0.125,2017,KBO 정규시즌
21,22,신성현,두산,0.164,2,0,1,21,2,0.269,0.197,0.466,2,0.231,0.200,2017,KBO 정규시즌
22,23,김명신,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
23,23,이용찬,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
24,23,이우성,두산,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
25,23,황경태,두산,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,1,손아섭,롯데,0.335,83,8,4,96,7,0.514,0.420,0.934,56,0.290,0.000,2017,KBO 정규시즌
1,2,전준우,롯데,0.321,30,2,7,70,11,0.503,0.370,0.873,44,0.325,1.000,2017,KBO 정규시즌
2,3,이대호,롯데,0.320,50,8,15,84,22,0.533,0.391,0.924,52,0.341,0.000,2017,KBO 정규시즌
3,4,번즈,롯데,0.303,29,0,11,100,18,0.499,0.361,0.860,36,0.324,0.000,2017,KBO 정규시즌
4,5,김문호,롯데,0.292,37,4,13,73,5,0.356,0.372,0.728,29,0.258,0.278,2017,KBO 정규시즌
5,6,최준석,롯데,0.291,49,0,1,89,24,0.430,0.364,0.794,32,0.328,0.400,2017,KBO 정규시즌
6,7,황진수,롯데,0.291,10,0,3,38,2,0.402,0.359,0.761,6,0.273,0.333,2017,KBO 정규시즌
7,8,강민호,롯데,0.285,41,6,15,104,15,0.482,0.361,0.843,38,0.270,0.167,2017,KBO 정규시즌
8,9,문규현,롯데,0.270,10,1,2,42,10,0.391,0.295,0.686,16,0.242,0.000,2017,KBO 정규시즌
9,10,박헌도,롯데,0.257,14,0,3,27,3,0.398,0.354,0.752,5,0.240,0.188,2017,KBO 정규시즌
10,11,나경민,롯데,0.256,7,0,2,37,1,0.359,0.307,0.666,8,0.240,0.125,2017,KBO 정규시즌
11,12,이우민,롯데,0.254,15,2,10,38,6,0.357,0.343,0.700,9,0.260,0.185,2017,KBO 정규시즌
12,13,정훈,롯데,0.248,18,0,5,28,4,0.385,0.376,0.761,4,0.080,0.261,2017,KBO 정규시즌
13,14,신본기,롯데,0.237,25,1,13,76,8,0.317,0.313,0.630,19,0.283,0.000,2017,KBO 정규시즌
14,15,김동한,롯데,0.236,14,0,0,25,2,0.393,0.292,0.685,10,0.140,0.200,2017,KBO 정규시즌
15,16,김상호,롯데,0.228,11,1,2,22,4,0.277,0.316,0.593,4,0.214,0.269,2017,KBO 정규시즌
16,17,김대우,롯데,0.200,1,0,0,10,0,0.300,0.238,0.538,0,0.400,0.143,2017,KBO 정규시즌
17,18,김사훈,롯데,0.184,6,0,1,21,2,0.224,0.250,0.474,2,0.172,0.000,2017,KBO 정규시즌
18,19,김민수,롯데,0.176,1,0,0,9,0,0.176,0.222,0.398,1,0.000,0.000,2017,KBO 정규시즌
19,20,김대륙,롯데,0.151,2,0,2,17,0,0.189,0.211,0.400,0,0.125,0.000,2017,KBO 정규시즌
20,21,강태율,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
21,21,김재유,롯데,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
22,21,김주현,롯데,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
23,21,나균안,롯데,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
24,21,노경은,롯데,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
25,21,박시영,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
26,21,손승락,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
27,21,윤길현,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
28,21,이명우,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
29,21,장시환,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,1,김태우,NC,0.429,0,0,0,0,1,0.429,0.429,0.858,0,1.000,0.000,2017,KBO 정규시즌
1,2,박민우,NC,0.363,46,0,11,51,8,0.472,0.441,0.913,44,0.356,0.500,2017,KBO 정규시즌
2,3,손시헌,NC,0.350,16,1,8,44,5,0.447,0.386,0.833,38,0.304,0.000,2017,KBO 정규시즌
3,4,나성범,NC,0.347,48,10,12,116,8,0.584,0.415,0.999,53,0.345,0.000,2017,KBO 정규시즌
4,5,이상호,NC,0.335,7,0,2,15,7,0.370,0.360,0.730,17,0.269,0.200,2017,KBO 정규시즌
5,6,모창민,NC,0.312,39,2,2,81,6,0.485,0.361,0.846,48,0.338,0.250,2017,KBO 정규시즌
6,7,이종욱,NC,0.308,28,0,5,30,5,0.403,0.371,0.774,27,0.250,0.214,2017,KBO 정규시즌
7,8,스크럭스,NC,0.300,65,2,12,134,9,0.595,0.402,0.997,38,0.305,0.000,2017,KBO 정규시즌
8,9,이호준,NC,0.299,18,2,1,41,2,0.488,0.366,0.854,12,0.327,0.303,2017,KBO 정규시즌
9,10,강진성,NC,0.296,4,0,1,4,1,0.519,0.406,0.925,0,0.250,0.313,2017,KBO 정규시즌
10,11,권희동,NC,0.286,51,1,17,90,12,0.458,0.371,0.829,41,0.333,0.200,2017,KBO 정규시즌
11,12,노진혁,NC,0.286,0,0,0,1,0,0.429,0.286,0.715,1,0.000,0.000,2017,KBO 정규시즌
12,13,김태군,NC,0.265,16,0,22,43,11,0.343,0.333,0.676,19,0.257,0.000,2017,KBO 정규시즌
13,14,김준완,NC,0.250,15,0,1,27,3,0.282,0.331,0.613,7,0.292,0.385,2017,KBO 정규시즌
14,15,김성욱,NC,0.247,24,1,9,59,4,0.390,0.315,0.705,19,0.267,0.125,2017,KBO 정규시즌
15,16,박석민,NC,0.245,50,0,13,92,17,0.423,0.369,0.792,19,0.253,0.000,2017,KBO 정규시즌
16,17,지석훈,NC,0.239,22,0,10,67,8,0.366,0.318,0.684,13,0.197,0.250,2017,KBO 정규시즌
17,18,조평호,NC,0.227,6,0,1,13,2,0.364,0.333,0.697,0,0.231,0.667,2017,KBO 정규시즌
18,19,윤병호,NC,0.200,2,0,0,10,2,0.255,0.228,0.483,2,0.250,0.214,2017,KBO 정규시즌
19,20,도태훈,NC,0.191,4,0,0,7,2,0.277,0.255,0.532,2,0.200,0.200,2017,KBO 정규시즌
20,21,박대온,NC,0.190,2,0,0,18,3,0.381,0.215,0.596,2,0.000,1.000,2017,KBO 정규시즌
21,22,이재율,NC,0.167,0,0,2,9,0,0.167,0.231,0.398,0,0.500,0.200,2017,KBO 정규시즌
22,23,조영훈,NC,0.150,5,0,0,11,2,0.275,0.244,0.519,1,0.083,0.000,2017,KBO 정규시즌
23,24,김종민,NC,0.136,2,0,0,2,1,0.136,0.208,0.344,0,0.200,0.000,2017,KBO 정규시즌
24,25,황윤호,NC,0.133,1,0,1,4,0,0.267,0.235,0.502,0,0.000,0.000,2017,KBO 정규시즌
25,26,신진호,NC,0.083,0,0,0,5,0,0.167,0.083,0.250,0,0.000,0.000,2017,KBO 정규시즌
26,27,강구성,NC,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
27,27,강윤구,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
28,27,김종호,NC,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
29,27,김진성,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,27,김찬형,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
1,27,원종현,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
2,27,유영준,NC,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
3,27,윤수호,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
4,27,이민호,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
5,27,이원재,NC,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
6,27,이재학,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
7,27,이형범,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
8,27,임정호,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
9,27,임창민,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
10,27,장현식,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
11,27,정수민,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
12,27,최금강,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
13,27,최성영,NC,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,1,최정용,SK,0.333,1,0,0,0,0,0.333,0.429,0.762,0,0.000,0.000,2017,KBO 정규시즌
1,2,정의윤,SK,0.321,19,0,9,61,11,0.496,0.367,0.863,31,0.299,0.350,2017,KBO 정규시즌
2,3,최항,SK,0.321,3,0,3,29,1,0.425,0.351,0.776,9,0.429,0.333,2017,KBO 정규시즌
3,4,최정,SK,0.316,70,10,19,107,8,0.684,0.427,1.111,34,0.388,0.000,2017,KBO 정규시즌
4,5,한유섬,SK,0.294,46,2,15,79,8,0.614,0.396,1.010,29,0.226,0.500,2017,KBO 정규시즌
5,6,나주환,SK,0.291,19,3,5,85,15,0.489,0.329,0.818,38,0.366,0.200,2017,KBO 정규시즌
6,7,노수광,SK,0.285,25,2,9,84,3,0.395,0.340,0.735,30,0.239,0.000,2017,KBO 정규시즌
7,8,이성우,SK,0.279,6,0,1,17,2,0.351,0.322,0.673,7,0.333,0.000,2017,KBO 정규시즌
8,9,김동엽,SK,0.277,23,1,9,62,6,0.496,0.329,0.825,29,0.266,0.273,2017,KBO 정규시즌
9,10,이대수,SK,0.276,10,0,2,20,1,0.343,0.350,0.693,9,0.190,0.000,2017,KBO 정규시즌
10,11,조용호,SK,0.272,25,0,3,39,4,0.319,0.365,0.684,15,0.333,0.143,2017,KBO 정규시즌
11,12,김성현,SK,0.271,34,1,4,28,8,0.339,0.335,0.674,24,0.217,0.375,2017,KBO 정규시즌
12,13,박정권,SK,0.256,30,0,5,78,4,0.466,0.328,0.794,18,0.268,0.176,2017,KBO 정규시즌
13,14,로맥,SK,0.242,50,2,6,116,6,0.554,0.344,0.898,21,0.215,0.250,2017,KBO 정규시즌
14,15,이재원,SK,0.242,16,0,8,55,9,0.376,0.292,0.668,20,0.229,0.286,2017,KBO 정규시즌
15,16,정진기,SK,0.234,9,0,4,55,1,0.437,0.281,0.718,9,0.300,0.167,2017,KBO 정규시즌
16,17,최승준,SK,0.233,7,0,1,34,3,0.478,0.296,0.774,4,0.211,0.250,2017,KBO 정규시즌
17,18,김강민,SK,0.219,15,0,5,50,3,0.339,0.296,0.635,4,0.311,0.100,2017,KBO 정규시즌
18,19,박승욱,SK,0.203,16,0,4,57,1,0.304,0.291,0.595,6,0.098,0.500,2017,KBO 정규시즌
19,20,이홍구,SK,0.188,5,0,2,43,2,0.515,0.239,0.754,2,0.185,0.200,2017,KBO 정규시즌
20,21,워스,SK,0.111,2,0,0,2,1,0.111,0.273,0.384,0,0.000,0.000,2017,KBO 정규시즌
21,22,김재현,SK,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
22,22,김주한,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
23,22,박성한,SK,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
24,22,서진용,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
25,22,전유수,SK,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
26,22,허건엽,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,1,김주성,LG,1.000,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000,2017,KBO 정규시즌
1,1,정찬헌,LG,1.000,0,0,0,0,0,1.000,1.000,2.000,0,1.000,0.000,2017,KBO 정규시즌
2,3,박용택,LG,0.344,72,6,6,88,13,0.479,0.424,0.903,51,0.364,0.000,2017,KBO 정규시즌
3,4,윤진호,LG,0.333,0,0,0,1,0,0.333,0.333,0.666,0,0.500,0.000,2017,KBO 정규시즌
4,5,백진우,LG,0.327,12,0,4,18,4,0.535,0.412,0.947,6,0.400,0.316,2017,KBO 정규시즌
5,6,안익훈,LG,0.320,18,0,4,28,3,0.356,0.379,0.735,20,0.326,0.364,2017,KBO 정규시즌
6,7,정성훈,LG,0.312,36,2,6,49,4,0.428,0.400,0.828,23,0.222,0.296,2017,KBO 정규시즌
7,8,김재율,LG,0.304,10,0,2,35,8,0.453,0.345,0.798,14,0.260,0.100,2017,KBO 정규시즌
8,9,임훈,LG,0.293,2,0,1,16,3,0.305,0.318,0.623,5,0.136,0.188,2017,KBO 정규시즌
9,10,이천웅,LG,0.284,24,2,6,45,10,0.371,0.366,0.737,20,0.380,0.200,2017,KBO 정규시즌
10,11,손주인,LG,0.279,20,0,5,41,10,0.374,0.329,0.703,21,0.274,0.222,2017,KBO 정규시즌
11,12,로니,LG,0.278,11,1,1,14,1,0.456,0.366,0.822,6,0.227,0.000,2017,KBO 정규시즌
12,13,유강남,LG,0.278,14,0,15,72,4,0.475,0.335,0.810,24,0.383,0.167,2017,KBO 정규시즌
13,14,히메네스,LG,0.276,13,0,3,19,8,0.436,0.333,0.769,15,0.327,0.000,2017,KBO 정규시즌
14,15,최민창,LG,0.276,3,0,0,7,0,0.276,0.333,0.609,1,0.200,0.000,2017,KBO 정규시즌
15,16,오지환,LG,0.272,45,2,5,105,8,0.407,0.362,0.769,24,0.256,0.000,2017,KBO 정규시즌
16,17,김용의,LG,0.268,19,0,0,49,2,0.329,0.344,0.673,14,0.296,0.000,2017,KBO 정규시즌
17,18,채은성,LG,0.267,17,1,11,66,8,0.339,0.323,0.662,26,0.302,0.125,2017,KBO 정규시즌
18,19,이형종,LG,0.265,40,0,11,73,7,0.385,0.351,0.736,24,0.253,0.222,2017,KBO 정규시즌
19,20,양석환,LG,0.263,38,2,6,93,13,0.431,0.326,0.757,31,0.336,0.167,2017,KBO 정규시즌
20,21,정상호,LG,0.263,4,0,5,32,8,0.350,0.308,0.658,8,0.239,0.286,2017,KBO 정규시즌
21,22,문선재,LG,0.261,10,0,1,24,0,0.413,0.333,0.746,7,0.286,0.000,2017,KBO 정규시즌
22,23,강승호,LG,0.250,7,0,3,67,5,0.383,0.272,0.655,15,0.242,0.333,2017,KBO 정규시즌
23,24,조윤준,LG,0.237,2,0,0,6,2,0.237,0.268,0.505,2,0.333,0.000,2017,KBO 정규시즌
24,25,최재원,LG,0.232,8,0,3,34,2,0.296,0.282,0.578,9,0.290,0.375,2017,KBO 정규시즌
25,26,백승현,LG,0.217,5,0,1,6,0,0.261,0.379,0.640,0,0.000,0.000,2017,KBO 정규시즌
26,27,황목치승,LG,0.207,1,0,1,6,0,0.207,0.250,0.457,1,0.000,0.500,2017,KBO 정규시즌
27,28,이병규,LG,0.205,4,0,0,14,0,0.250,0.271,0.521,3,0.231,0.500,2017,KBO 정규시즌
28,29,서상우,LG,0.077,3,1,1,8,0,0.308,0.294,0.602,0,0.000,0.000,2017,KBO 정규시즌
29,30,고우석,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,30,김대현,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
1,30,김지용,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
2,30,신정락,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
3,30,유재유,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
4,30,윤지웅,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
5,30,이동현,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
6,30,장준원,LG,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
7,30,정주현,LG,0.000,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000,2017,KBO 정규시즌
8,30,진해수,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
9,30,차우찬,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
10,30,최동환,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2017,KBO 정규시즌
0,1,서건창,넥센,0.332,67,1,1,68,11,0.429,0.403,0.832,50,0.365,1.000,2017,KBO 정규시즌
1,2,이정후,넥센,0.324,60,2,6,67,9,0.417,0.395,0.812,52,0.321,0.000,2017,KBO 정규시즌
2,3,채태인,넥센,0.322,34,2,5,94,9,0.500,0.388,0.888,28,0.317,0.333,2017,KBO 정규시즌
3,4,박윤,넥센,0.313,2,0,0,4,0,0.375,0.389,0.764,2,0.000,0.000,2017,KBO 정규시즌
4,5,고종욱,넥센,0.312,22,2,3,92,11,0.462,0.349,0.811,32,0.288,0.133,2017,KBO 정규시즌
5,6,김태완,넥센,0.311,9,0,1,24,2,0.500,0.380,0.880,7,0.125,0.286,2017,KBO 정규시즌
6,7,초이스,넥센,0.307,17,0,7,49,5,0.653,0.388,1.041,16,0.277,0.000,2017,KBO 정규시즌
7,8,김하성,넥센,0.302,58,2,8,65,8,0.513,0.376,0.889,49,0.357,0.333,2017,KBO 정규시즌
8,9,채상현,넥센,0.300,1,1,0,3,1,0.300,0.364,0.664,0,0.000,1.000,2017,KBO 정규시즌
9,10,김민성,넥센,0.282,43,2,7,93,15,0.436,0.345,0.781,38,0.288,0.000,2017,KBO 정규시즌
10,11,이택근,넥센,0.278,25,1,1,58,9,0.386,0.347,0.733,18,0.264,0.231,2017,KBO 정규시즌
11,12,송성문,넥센,0.273,10,0,1,16,0,0.338,0.360,0.698,5,0.375,0.500,2017,KBO 정규시즌
