,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,년도,경기타입
25,26,최경철,LG,0.156,4,0,1,16,0,0.200,0.240,0.440,0,0.091,1.000,2016,KBO 정규시즌
26,27,장준원,LG,0.077,2,0,0,3,0,0.077,0.200,0.277,0,0.000,0.000,2016,KBO 정규시즌
27,28,김대현,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
28,28,김지성,LG,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
29,28,박성준,LG,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
0,28,소사,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
1,28,윤지웅,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
2,28,이승현,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
3,28,임정우,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
4,28,정현욱,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
5,28,진해수,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
6,28,최동환,LG,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
7,28,홍창기,LG,0.000,0,0,1,0,0,0.000,0.200,0.200,0,0.000,0.000,2016,KBO 정규시즌
0,1,최원준,KIA,0.458,0,0,0,3,0,0.625,0.458,1.083,2,0.800,1.000,2016,KBO 정규시즌
1,2,황대인,KIA,0.429,0,0,0,3,0,1.143,0.429,1.572,1,0.667,0.333,2016,KBO 정규시즌
2,3,김선빈,KIA,0.360,1,0,0,3,1,0.520,0.385,0.905,3,0.000,0.000,2016,KBO 정규시즌
3,4,김주찬,KIA,0.346,30,1,7,68,13,0.566,0.386,0.952,54,0.421,1.000,2016,KBO 정규시즌
4,5,필,KIA,0.313,33,0,5,70,16,0.511,0.357,0.868,46,0.284,0.500,2016,KBO 정규시즌
5,6,이범호,KIA,0.310,60,7,9,57,15,0.562,0.391,0.953,43,0.314,0.333,2016,KBO 정규시즌
6,7,신종길,KIA,0.310,20,0,6,49,1,0.390,0.385,0.775,19,0.250,0.318,2016,KBO 정규시즌
7,8,노수광,KIA,0.309,20,0,1,46,0,0.406,0.373,0.779,16,0.413,0.500,2016,KBO 정규시즌
8,9,나지완,KIA,0.308,85,1,17,90,8,0.571,0.451,1.022,32,0.304,0.500,2016,KBO 정규시즌
9,10,김다원,KIA,0.302,2,0,2,15,1,0.419,0.362,0.781,0,0.294,0.385,2016,KBO 정규시즌
10,11,윤정우,KIA,0.299,5,0,7,15,2,0.463,0.400,0.863,5,0.357,0.000,2016,KBO 정규시즌
11,12,서동욱,KIA,0.292,60,1,5,108,8,0.496,0.386,0.882,31,0.308,0.333,2016,KBO 정규시즌
12,13,김주형,KIA,0.281,34,0,6,55,9,0.499,0.355,0.854,20,0.244,0.313,2016,KBO 정규시즌
13,14,강한울,KIA,0.272,15,0,0,46,2,0.336,0.307,0.643,16,0.313,0.500,2016,KBO 정규시즌
14,15,김호령,KIA,0.267,36,0,10,104,7,0.373,0.333,0.706,32,0.221,0.500,2016,KBO 정규시즌
15,16,이홍구,KIA,0.266,19,1,4,66,5,0.461,0.322,0.783,14,0.260,0.240,2016,KBO 정규시즌
16,17,오준혁,KIA,0.265,9,0,1,38,2,0.432,0.317,0.749,8,0.308,0.000,2016,KBO 정규시즌
17,18,안치홍,KIA,0.222,5,0,0,8,2,0.278,0.310,0.588,3,0.000,0.000,2016,KBO 정규시즌
18,19,김원섭,KIA,0.219,15,0,0,16,2,0.288,0.348,0.636,3,0.300,0.385,2016,KBO 정규시즌
19,20,고장혁,KIA,0.214,7,0,3,15,1,0.257,0.313,0.570,3,0.167,0.000,2016,KBO 정규시즌
20,21,이성우,KIA,0.211,5,0,3,10,3,0.224,0.282,0.506,2,0.174,0.167,2016,KBO 정규시즌
21,22,백용환,KIA,0.195,19,1,1,52,6,0.305,0.276,0.581,5,0.146,0.091,2016,KBO 정규시즌
22,23,김민우,KIA,0.195,5,0,0,12,1,0.220,0.283,0.503,1,0.250,0.000,2016,KBO 정규시즌
23,24,한승택,KIA,0.179,1,0,0,8,0,0.179,0.207,0.386,1,0.429,0.000,2016,KBO 정규시즌
24,25,박찬호,KIA,0.167,3,0,0,9,2,0.167,0.222,0.389,0,0.214,0.500,2016,KBO 정규시즌
25,25,윤해진,KIA,0.167,2,0,0,6,0,0.267,0.212,0.479,0,0.000,0.000,2016,KBO 정규시즌
26,27,이호신,KIA,0.154,2,0,0,10,1,0.205,0.190,0.395,1,0.143,0.000,2016,KBO 정규시즌
27,28,이진영,KIA,0.138,3,0,0,10,1,0.138,0.219,0.357,1,0.143,0.333,2016,KBO 정규시즌
28,29,홍재호,KIA,0.077,2,0,0,3,0,0.077,0.188,0.265,0,0.000,0.200,2016,KBO 정규시즌
29,30,김광수,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,30,김윤동,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
1,30,김진우,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
2,30,박준표,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
3,30,배힘찬,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
4,30,심동섭,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
5,30,임창용,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
6,30,전상현,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
7,30,정용운,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
8,30,최병연,KIA,0.000,1,0,0,2,0,0.000,0.111,0.111,0,0.000,0.000,2016,KBO 정규시즌
9,30,최영필,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
10,30,한기주,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
11,30,한승혁,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
12,30,헥터,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
13,30,홍건희,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,1,조성모,SK,0.500,0,0,0,1,0,0.500,0.500,1.000,0,0.000,1.000,2016,KBO 정규시즌
1,2,나주환,SK,0.386,2,0,3,6,4,0.684,0.435,1.119,5,0.417,0.333,2016,KBO 정규시즌
2,3,김동엽,SK,0.336,5,0,1,41,3,0.517,0.360,0.877,13,0.290,0.316,2016,KBO 정규시즌
3,4,최정민,SK,0.329,8,0,7,48,1,0.368,0.386,0.754,11,0.293,0.333,2016,KBO 정규시즌
4,5,김재현,SK,0.321,11,0,5,41,1,0.429,0.378,0.807,13,0.302,0.500,2016,KBO 정규시즌
5,6,김성현,SK,0.319,33,0,6,37,13,0.428,0.366,0.794,45,0.322,0.200,2016,KBO 정규시즌
6,7,정의윤,SK,0.311,25,3,10,76,15,0.510,0.347,0.857,56,0.301,0.000,2016,KBO 정규시즌
7,8,박재상,SK,0.298,27,0,0,37,9,0.431,0.363,0.794,21,0.339,0.667,2016,KBO 정규시즌
8,9,김강민,SK,0.298,32,2,12,89,5,0.437,0.371,0.808,30,0.262,0.500,2016,KBO 정규시즌
9,10,최정용,SK,0.296,3,0,0,16,0,0.352,0.333,0.685,2,0.267,0.333,2016,KBO 정규시즌
10,11,이재원,SK,0.290,43,3,9,76,15,0.436,0.364,0.800,33,0.250,0.500,2016,KBO 정규시즌
11,12,최정,SK,0.288,77,2,23,126,6,0.580,0.403,0.983,42,0.278,0.000,2016,KBO 정규시즌
12,13,고메즈,SK,0.283,25,2,5,87,11,0.489,0.324,0.813,39,0.297,0.000,2016,KBO 정규시즌
13,14,한유섬,SK,0.278,1,0,1,5,0,0.278,0.350,0.628,0,0.000,1.000,2016,KBO 정규시즌
14,15,박정권,SK,0.277,35,0,5,99,7,0.460,0.337,0.797,34,0.243,0.429,2016,KBO 정규시즌
15,16,박승욱,SK,0.276,9,0,2,28,0,0.448,0.354,0.802,5,0.300,0.000,2016,KBO 정규시즌
16,17,이명기,SK,0.272,23,0,4,37,3,0.334,0.332,0.666,17,0.244,0.412,2016,KBO 정규시즌
17,18,최승준,SK,0.266,28,1,3,66,5,0.578,0.364,0.942,10,0.188,0.286,2016,KBO 정규시즌
18,19,김민식,SK,0.257,21,0,2,38,2,0.361,0.359,0.720,7,0.308,0.167,2016,KBO 정규시즌
19,20,조동화,SK,0.238,15,0,4,17,2,0.273,0.323,0.596,7,0.233,0.000,2016,KBO 정규시즌
20,21,김기현,SK,0.188,1,0,0,6,0,0.250,0.235,0.485,0,0.000,0.429,2016,KBO 정규시즌
21,22,이진석,SK,0.186,2,0,0,19,1,0.256,0.222,0.478,0,0.125,0.000,2016,KBO 정규시즌
22,23,이현석,SK,0.182,0,0,0,8,1,0.182,0.182,0.364,0,0.000,0.250,2016,KBO 정규시즌
23,23,임석진,SK,0.182,1,0,0,6,0,0.182,0.250,0.432,0,0.000,0.167,2016,KBO 정규시즌
24,25,김승회,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
25,25,김주한,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
26,25,김태훈,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
27,25,라라,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
28,25,문광은,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
29,25,박민호,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,25,박정배,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
1,25,박희수,SK,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
2,25,신재웅,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
3,25,유서준,SK,0.000,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
4,25,이건욱,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
5,25,이대수,SK,0.000,2,0,0,3,0,0.000,0.133,0.133,0,0.000,0.000,2016,KBO 정규시즌
6,25,이정담,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
7,25,전유수,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
8,25,정영일,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
9,25,조한욱,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
10,25,채병용,SK,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,1,박준혁,한화,0.375,1,0,0,2,1,0.625,0.444,1.069,0,0.333,0.500,2016,KBO 정규시즌
1,2,김태균,한화,0.365,108,10,9,97,11,0.569,0.475,1.044,60,0.417,0.000,2016,KBO 정규시즌
2,3,이용규,한화,0.352,63,1,7,29,7,0.434,0.438,0.872,54,0.374,0.000,2016,KBO 정규시즌
3,4,김태완,한화,0.350,3,0,1,8,0,0.500,0.458,0.958,1,0.000,0.313,2016,KBO 정규시즌
4,5,최진행,한화,0.329,11,0,2,16,1,0.400,0.434,0.834,5,0.412,0.600,2016,KBO 정규시즌
5,6,송광민,한화,0.325,28,0,4,86,16,0.508,0.366,0.874,43,0.328,0.500,2016,KBO 정규시즌
6,7,로사리오,한화,0.321,33,3,4,90,16,0.593,0.367,0.960,46,0.348,0.333,2016,KBO 정규시즌
7,8,정근우,한화,0.310,60,2,9,58,14,0.464,0.381,0.845,54,0.388,0.000,2016,KBO 정규시즌
8,9,이양기,한화,0.288,2,0,2,8,6,0.385,0.333,0.718,5,0.313,0.333,2016,KBO 정규시즌
9,10,이성열,한화,0.288,11,0,8,62,3,0.505,0.350,0.855,11,0.246,0.375,2016,KBO 정규시즌
10,11,하주석,한화,0.279,18,1,9,115,3,0.410,0.323,0.733,25,0.291,0.833,2016,KBO 정규시즌
11,12,신성현,한화,0.278,15,0,5,54,3,0.481,0.360,0.841,10,0.191,0.294,2016,KBO 정규시즌
12,13,이종환,한화,0.276,3,2,0,10,1,0.310,0.333,0.643,1,0.200,0.182,2016,KBO 정규시즌
13,14,양성우,한화,0.271,39,0,9,67,6,0.354,0.347,0.701,27,0.318,0.667,2016,KBO 정규시즌
14,15,김경언,한화,0.264,28,0,2,46,7,0.390,0.363,0.753,14,0.216,0.250,2016,KBO 정규시즌
15,16,권용관,한화,0.250,2,0,2,12,2,0.341,0.313,0.654,2,0.182,0.286,2016,KBO 정규시즌
16,16,김원석,한화,0.250,1,0,0,5,0,0.250,0.333,0.583,1,0.000,0.000,2016,KBO 정규시즌
17,16,주현상,한화,0.250,0,0,0,1,0,0.250,0.250,0.500,0,0.000,0.286,2016,KBO 정규시즌
18,19,장운호,한화,0.237,4,0,2,16,1,0.289,0.293,0.582,5,0.381,0.333,2016,KBO 정규시즌
19,20,장민석,한화,0.229,16,0,0,44,3,0.307,0.285,0.592,9,0.220,0.250,2016,KBO 정규시즌
20,21,차일목,한화,0.228,30,0,4,57,9,0.290,0.307,0.597,9,0.224,0.111,2016,KBO 정규시즌
21,22,허도환,한화,0.218,6,0,5,21,2,0.321,0.315,0.636,5,0.222,0.000,2016,KBO 정규시즌
22,23,김회성,한화,0.200,9,0,2,17,1,0.267,0.345,0.612,3,0.182,0.143,2016,KBO 정규시즌
23,24,조인성,한화,0.168,2,0,1,38,2,0.248,0.186,0.434,2,0.098,0.167,2016,KBO 정규시즌
24,25,오선진,한화,0.163,5,0,2,8,0,0.163,0.280,0.443,0,0.100,0.167,2016,KBO 정규시즌
25,26,강경학,한화,0.158,8,0,2,30,5,0.257,0.232,0.489,2,0.080,0.000,2016,KBO 정규시즌
26,27,최윤석,한화,0.125,1,0,0,4,0,0.125,0.176,0.301,0,0.000,0.000,2016,KBO 정규시즌
27,28,송주호,한화,0.106,3,0,0,12,1,0.106,0.160,0.266,0,0.000,0.000,2016,KBO 정규시즌
28,29,권혁,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
29,29,김경태,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,29,김주현,한화,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
1,29,로저스,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
2,29,박노민,한화,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
3,29,박정진,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
4,29,송창식,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
5,29,윤규진,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
6,29,이시원,한화,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
7,29,이태양,한화,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
8,29,임익준,한화,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
9,29,장민재,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
10,29,정범모,한화,0.000,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
11,29,정우람,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
12,29,정현석,한화,0.000,0,0,0,2,2,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
13,29,지시완,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,1,황재균,롯데,0.335,49,5,4,66,10,0.570,0.394,0.964,46,0.411,0.250,2016,KBO 정규시즌
1,2,김문호,롯데,0.325,62,1,6,70,15,0.430,0.401,0.831,49,0.305,0.429,2016,KBO 정규시즌
2,3,손아섭,롯데,0.323,92,1,3,104,4,0.468,0.418,0.886,54,0.331,0.000,2016,KBO 정규시즌
3,4,강민호,롯데,0.323,66,4,10,91,7,0.549,0.433,0.982,40,0.330,0.333,2016,KBO 정규시즌
4,5,김사훈,롯데,0.321,3,0,0,6,1,0.357,0.387,0.744,1,0.333,0.000,2016,KBO 정규시즌
5,6,신본기,롯데,0.309,13,0,8,12,3,0.395,0.451,0.846,6,0.308,0.000,2016,KBO 정규시즌
6,7,아두치,롯데,0.291,18,1,1,59,5,0.474,0.336,0.810,19,0.257,0.286,2016,KBO 정규시즌
7,8,김상호,롯데,0.290,38,2,4,84,10,0.402,0.358,0.760,27,0.273,0.429,2016,KBO 정규시즌
8,9,맥스웰,롯데,0.288,15,0,3,25,0,0.500,0.414,0.914,6,0.375,0.000,2016,KBO 정규시즌
9,10,박종윤,롯데,0.282,10,1,2,25,4,0.333,0.322,0.655,12,0.245,0.211,2016,KBO 정규시즌
10,11,김준태,롯데,0.275,22,1,0,42,0,0.367,0.385,0.752,5,0.184,0.333,2016,KBO 정규시즌
11,12,문규현,롯데,0.272,29,0,1,39,10,0.342,0.333,0.675,20,0.244,0.250,2016,KBO 정규시즌
12,13,정훈,롯데,0.262,43,0,16,75,12,0.338,0.362,0.700,24,0.356,0.333,2016,KBO 정규시즌
13,14,최준석,롯데,0.262,64,2,3,102,14,0.468,0.384,0.852,21,0.263,0.185,2016,KBO 정규시즌
14,15,박헌도,롯데,0.261,10,0,3,25,1,0.493,0.378,0.871,4,0.261,0.235,2016,KBO 정규시즌
15,16,오태곤,롯데,0.260,12,0,0,37,5,0.382,0.326,0.708,8,0.167,0.333,2016,KBO 정규시즌
16,17,전준우,롯데,0.253,7,0,6,25,4,0.384,0.339,0.723,7,0.259,0.000,2016,KBO 정규시즌
17,18,김동한,롯데,0.252,6,0,0,19,1,0.308,0.292,0.600,4,0.273,0.000,2016,KBO 정규시즌
18,19,이여상,롯데,0.250,7,0,0,25,0,0.319,0.313,0.632,4,0.308,0.000,2016,KBO 정규시즌
19,20,손용석,롯데,0.244,1,0,4,18,7,0.300,0.278,0.578,3,0.172,0.455,2016,KBO 정규시즌
20,21,나경민,롯데,0.232,8,0,0,18,0,0.268,0.323,0.591,3,0.067,0.000,2016,KBO 정규시즌
21,22,김주현,롯데,0.207,3,0,0,12,0,0.345,0.281,0.626,2,0.100,0.200,2016,KBO 정규시즌
22,23,김민하,롯데,0.200,1,0,1,19,2,0.289,0.234,0.523,0,0.000,0.333,2016,KBO 정규시즌
23,23,오현근,롯데,0.200,2,0,0,5,0,0.200,0.294,0.494,0,0.333,0.400,2016,KBO 정규시즌
24,25,이우민,롯데,0.193,7,0,4,16,3,0.289,0.287,0.576,3,0.103,0.200,2016,KBO 정규시즌
25,26,안중열,롯데,0.179,1,0,0,9,0,0.214,0.207,0.421,2,0.250,0.000,2016,KBO 정규시즌
26,27,김재유,롯데,0.148,1,0,1,7,1,0.148,0.207,0.355,1,0.167,0.000,2016,KBO 정규시즌
27,28,김대륙,롯데,0.143,5,0,3,20,0,0.245,0.259,0.504,1,0.118,0.000,2016,KBO 정규시즌
28,29,강태율,롯데,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
29,29,김대우,롯데,0.000,1,0,0,0,0,0.000,0.500,0.500,0,0.000,0.000,2016,KBO 정규시즌
0,29,김지수,롯데,0.000,0,0,0,4,1,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
1,29,레일리,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
2,29,박시영,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
3,29,손승락,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
4,29,윤길현,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
5,29,이정민,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
6,29,정대현,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
7,29,홍성민,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
8,29,황진수,롯데,0.000,0,0,0,5,0,0.000,0.000,0.000,0,0.000,0.000,2016,KBO 정규시즌
0,1,권정웅,삼성,1.000,0,0,0,0,0,1.000,1.000,2.000,0,0.000,0.000,2016,KBO 정규시즌
1,2,최형우,삼성,0.376,83,8,9,83,12,0.651,0.464,1.115,58,0.380,0.000,2016,KBO 정규시즌
2,3,구자욱,삼성,0.343,55,1,5,68,4,0.547,0.420,0.967,47,0.352,0.500,2016,KBO 정규시즌
3,4,최재원,삼성,0.333,17,0,3,17,2,0.519,0.456,0.975,6,0.391,0.333,2016,KBO 정규시즌
4,4,황선도,삼성,0.333,1,0,0,1,0,0.333,0.500,0.833,0,0.000,0.000,2016,KBO 정규시즌
5,6,이승엽,삼성,0.303,65,1,8,89,7,0.518,0.380,0.898,47,0.330,0.500,2016,KBO 정규시즌
6,7,박한이,삼성,0.301,40,2,2,72,5,0.481,0.372,0.853,31,0.333,0.318,2016,KBO 정규시즌
7,8,박해민,삼성,0.300,49,2,3,87,6,0.410,0.357,0.767,51,0.299,0.000,2016,KBO 정규시즌
8,9,이지영,삼성,0.297,12,0,7,32,13,0.382,0.328,0.710,34,0.341,0.176,2016,KBO 정규시즌
9,10,백상원,삼성,0.288,51,0,4,69,15,0.364,0.361,0.725,33,0.311,0.333,2016,KBO 정규시즌
10,11,조동찬,삼성,0.275,26,0,3,64,7,0.449,0.348,0.797,17,0.222,0.200,2016,KBO 정규시즌
11,12,김상수,삼성,0.271,23,0,8,39,9,0.332,0.326,0.658,25,0.236,0.000,2016,KBO 정규시즌
12,13,배영섭,삼성,0.266,51,0,5,42,10,0.356,0.374,0.730,24,0.189,0.071,2016,KBO 정규시즌
13,14,발디리스,삼성,0.266,31,0,2,17,9,0.461,0.389,0.850,11,0.245,0.000,2016,KBO 정규시즌
14,15,이흥련,삼성,0.260,8,0,5,41,4,0.453,0.315,0.768,4,0.378,0.333,2016,KBO 정규시즌
15,16,이성규,삼성,0.250,0,0,0,3,0,0.250,0.250,0.500,0,0.000,0.000,2016,KBO 정규시즌
16,17,김정혁,삼성,0.236,9,0,1,25,3,0.321,0.299,0.620,6,0.154,0.000,2016,KBO 정규시즌
17,18,우동균,삼성,0.221,12,0,0,10,0,0.324,0.333,0.657,3,0.286,0.231,2016,KBO 정규시즌
18,19,김재현,삼성,0.218,8,0,7,42,10,0.255,0.275,0.530,4,0.170,1.000,2016,KBO 정규시즌
19,20,김태완,삼성,0.196,5,1,0,15,2,0.304,0.269,0.573,1,0.238,0.259,2016,KBO 정규시즌
20,21,나성용,삼성,0.167,1,0,0,5,0,0.167,0.231,0.398,0,0.000,0.250,2016,KBO 정규시즌
21,22,이영욱,삼성,0.163,2,0,1,21,1,0.245,0.212,0.457,0,0.143,0.100,2016,KBO 정규시즌
22,23,성의준,삼성,0.150,2,0,1,4,0,0.300,0.261,0.561,0,0.200,0.000,2016,KBO 정규시즌
23,24,최선호,삼성,0.115,1,0,0,11,0,0.154,0.148,0.302,0,0.222,0.000,2016,KBO 정규시즌
24,25,이상훈,삼성,0.083,0,0,0,4,0,0.083,0.083,0.166,0,0.000,0.000,2016,KBO 정규시즌
25,26,박계범,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
26,26,심창민,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
27,26,안지만,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
28,26,이정식,삼성,0.000,0,0,1,3,0,0.000,0.111,0.111,0,0.000,0.000,2016,KBO 정규시즌
29,26,임대한,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,26,장필준,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000,2016,KBO 정규시즌
0,1,유한준,KT,0.336,47,1,2,40,10,0.493,0.404,0.897,43,0.319,0.000,2016,KBO 정규시즌
1,2,이진영,KT,0.332,45,1,3,44,13,0.480,0.403,0.883,35,0.333,0.316,2016,KBO 정규시즌
2,3,이대형,KT,0.320,44,0,2,90,6,0.358,0.368,0.726,56,0.315,0.000,2016,KBO 정규시즌
3,4,박경수,KT,0.313,65,2,5,80,9,0.522,0.412,0.934,34,0.325,0.000,2016,KBO 정규시즌
4,5,전민수,KT,0.305,19,0,4,46,4,0.423,0.373,0.796,20,0.362,0.571,2016,KBO 정규시즌
5,6,오정복,KT,0.304,28,1,0,32,5,0.402,0.358,0.760,24,0.313,0.182,2016,KBO 정규시즌
6,7,신현철,KT,0.292,0,0,1,12,0,0.375,0.320,0.695,0,0.200,0.200,2016,KBO 정규시즌
7,8,유민상,KT,0.282,25,0,9,39,8,0.404,0.375,0.779,13,0.311,0.263,2016,KBO 정규시즌
8,9,박기혁,KT,0.273,27,0,1,53,8,0.334,0.331,0.665,20,0.247,0.125,2016,KBO 정규시즌
9,10,마르테,KT,0.265,50,0,1,51,12,0.517,0.360,0.877,21,0.330,0.000,2016,KBO 정규시즌
10,11,배정대,KT,0.260,4,0,0,18,0,0.280,0.315,0.595,2,0.167,0.500,2016,KBO 정규시즌
11,12,김지열,KT,0.250,7,0,0,10,3,0.268,0.333,0.601,2,0.308,0.000,2016,KBO 정규시즌
12,13,김종민,KT,0.244,21,0,3,32,3,0.261,0.329,0.590,10,0.346,0.000,2016,KBO 정규시즌
13,14,심우준,KT,0.242,8,0,0,40,5,0.326,0.264,0.590,9,0.145,0.250,2016,KBO 정규시즌
14,15,윤요섭,KT,0.238,20,1,3,24,7,0.429,0.356,0.785,7,0.205,0.179,2016,KBO 정규시즌
15,16,박용근,KT,0.230,11,0,0,14,1,0.351,0.326,0.677,3,0.150,0.000,2016,KBO 정규시즌
16,17,김상현,KT,0.225,20,0,2,48,10,0.396,0.293,0.689,10,0.233,0.000,2016,KBO 정규시즌
17,18,김동은,KT,0.220,10,0,1,14,3,0.220,0.361,0.581,1,0.250,0.250,2016,KBO 정규시즌
18,19,하준호,KT,0.219,20,0,5,63,3,0.294,0.310,0.604,8,0.208,0.238,2016,KBO 정규시즌
19,20,김연훈,KT,0.217,7,1,0,46,5,0.295,0.244,0.539,6,0.289,0.000,2016,KBO 정규시즌
20,21,남태혁,KT,0.205,3,0,0,18,3,0.273,0.250,0.523,2,0.083,0.000,2016,KBO 정규시즌
21,22,이해창,KT,0.203,9,0,3,65,7,0.325,0.240,0.565,8,0.136,0.143,2016,KBO 정규시즌
22,23,문상철,KT,0.200,4,0,2,26,2,0.325,0.253,0.578,2,0.308,0.000,2016,KBO 정규시즌
23,24,김영환,KT,0.167,0,0,0,3,0,0.167,0.167,0.334,0,0.000,0.333,2016,KBO 정규시즌
