,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,년도,경기타입
1,2,김성래,삼성,0.389,5,22,18,7,1,0,3,5,1,0,4,0,5,1,2,1986,KBO 한국시리즈
2,3,장태수,삼성,0.333,5,12,9,3,0,0,0,1,1,0,3,0,3,0,0,1986,KBO 한국시리즈
3,3,홍승규,삼성,0.333,5,10,9,3,0,0,0,0,1,0,1,0,0,0,0,1986,KBO 한국시리즈
4,5,이만수,삼성,0.238,5,22,21,5,1,0,1,3,1,0,1,0,3,0,1,1986,KBO 한국시리즈
5,6,배대웅,삼성,0.222,5,13,9,2,0,0,0,1,0,0,2,1,0,0,1,1986,KBO 한국시리즈
6,6,허규옥,삼성,0.222,5,19,18,4,0,0,0,1,0,2,0,0,4,0,0,1986,KBO 한국시리즈
7,8,장효조,삼성,0.211,5,22,19,4,2,0,0,1,0,0,2,0,4,1,0,1986,KBO 한국시리즈
8,9,함학수,삼성,0.200,4,5,5,1,0,0,0,1,0,0,0,0,1,0,0,1986,KBO 한국시리즈
9,10,김용국,삼성,0.133,5,19,15,2,0,0,0,1,1,0,2,1,3,0,1,1986,KBO 한국시리즈
10,10,이종두,삼성,0.133,5,17,15,2,1,0,0,0,1,1,1,0,3,1,0,1986,KBO 한국시리즈
11,12,박승호,삼성,0.100,5,11,10,1,0,0,0,0,0,0,1,0,4,0,0,1986,KBO 한국시리즈
12,13,이해창,삼성,0.083,5,13,12,1,1,0,0,0,1,0,1,0,2,0,0,1986,KBO 한국시리즈
13,14,김동재,삼성,0.000,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1986,KBO 한국시리즈
14,14,손상득,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1986,KBO 한국시리즈
15,14,송일수,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 한국시리즈
16,14,오대석,삼성,0.000,2,5,2,0,0,0,0,0,0,0,2,1,0,0,0,1986,KBO 한국시리즈
17,14,정현발,삼성,0.000,4,7,5,0,0,0,0,0,0,0,2,0,2,0,0,1986,KBO 한국시리즈
0,1,유제룡,MBC,0.333,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
1,2,이광은,MBC,0.304,107,467,408,124,21,3,15,60,20,8,48,5,53,3,3,1986,KBO 정규시즌
2,3,최홍석,MBC,0.296,79,152,142,42,7,0,2,19,1,0,5,2,21,1,0,1986,KBO 정규시즌
3,4,김상훈,MBC,0.295,92,402,366,108,13,8,2,42,3,1,27,4,54,5,7,1986,KBO 정규시즌
4,5,신언호,MBC,0.294,46,78,68,20,4,2,0,9,1,2,7,0,5,2,2,1986,KBO 정규시즌
5,6,김인식,MBC,0.282,108,343,309,87,13,1,2,29,12,5,17,6,15,6,7,1986,KBO 정규시즌
6,7,윤덕규,MBC,0.280,107,399,354,99,21,3,3,45,3,3,29,5,27,7,0,1986,KBO 정규시즌
7,8,유고웅,MBC,0.275,101,399,349,96,11,2,5,39,12,7,33,3,27,5,17,1986,KBO 정규시즌
8,9,김재박,MBC,0.264,102,447,386,102,18,4,4,43,38,14,36,7,36,5,12,1986,KBO 정규시즌
9,10,송영운,MBC,0.256,56,104,90,23,4,0,1,10,0,1,12,0,14,1,0,1986,KBO 정규시즌
10,11,박흥식,MBC,0.255,98,430,377,96,14,2,0,40,8,8,30,10,32,6,5,1986,KBO 정규시즌
11,12,심재원,MBC,0.235,48,111,98,23,7,0,0,12,1,0,5,1,14,3,2,1986,KBO 정규시즌
12,13,김우근,MBC,0.227,60,156,132,30,1,3,0,10,5,3,14,0,18,3,1,1986,KBO 정규시즌
13,14,차동열,MBC,0.222,54,128,108,24,4,1,1,8,0,2,12,4,21,3,9,1986,KBO 정규시즌
14,15,김용달,MBC,0.209,24,52,43,9,0,0,1,4,0,0,7,1,4,3,1,1986,KBO 정규시즌
15,15,안언학,MBC,0.209,84,191,172,36,7,0,0,14,1,0,12,3,36,6,11,1986,KBO 정규시즌
16,17,김문영,MBC,0.208,50,77,72,15,3,0,0,6,1,1,4,1,6,3,0,1986,KBO 정규시즌
17,18,박철영,MBC,0.203,63,150,128,26,4,0,1,8,1,0,12,1,38,0,4,1986,KBO 정규시즌
18,19,김경표,MBC,0.111,16,11,9,1,0,0,0,0,0,0,2,0,2,1,0,1986,KBO 정규시즌
19,20,김성수,MBC,0.100,16,13,10,1,0,0,0,0,1,0,0,1,2,0,0,1986,KBO 정규시즌
20,21,민경삼,MBC,0.056,59,23,18,1,0,0,0,0,8,4,3,1,4,0,0,1986,KBO 정규시즌
21,22,김봉기,MBC,-,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
22,22,김태원,MBC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
23,22,서효인,MBC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
24,22,유지홍,MBC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
0,1,김진홍,OB,0.500,6,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
1,2,이복근,OB,0.400,9,5,5,2,0,0,0,0,0,0,0,0,1,0,0,1986,KBO 정규시즌
2,3,이승희,OB,0.307,82,239,215,66,9,4,2,28,5,4,15,1,31,4,8,1986,KBO 정규시즌
3,4,김형석,OB,0.286,107,405,364,104,8,5,8,47,8,8,25,3,51,8,3,1986,KBO 정규시즌
4,5,신경식,OB,0.271,106,427,380,103,15,5,1,34,6,8,34,3,27,9,4,1986,KBO 정규시즌
5,6,유지훤,OB,0.270,100,367,330,89,8,2,2,37,8,2,17,8,27,6,31,1986,KBO 정규시즌
6,7,윤동균,OB,0.267,102,392,345,92,14,4,2,37,5,5,46,0,36,6,1,1986,KBO 정규시즌
7,8,박종훈,OB,0.259,92,372,320,83,11,2,6,28,12,8,35,5,20,2,2,1986,KBO 정규시즌
8,9,사인상,OB,0.250,7,8,8,2,1,0,0,0,0,0,0,0,3,0,1,1986,KBO 정규시즌
9,10,김광수,OB,0.248,78,341,274,68,7,3,0,25,10,10,37,7,21,4,7,1986,KBO 정규시즌
10,11,김광림,OB,0.246,102,307,256,63,10,0,1,23,6,10,29,1,25,3,1,1986,KBO 정규시즌
11,12,박창언,OB,0.245,47,148,139,34,6,1,0,11,4,2,2,0,35,3,9,1986,KBO 정규시즌
12,13,김호근,OB,0.219,82,179,155,34,4,1,10,28,1,1,22,0,29,6,5,1986,KBO 정규시즌
13,14,이종도,OB,0.212,69,124,99,21,4,0,0,6,8,0,20,2,7,5,1,1986,KBO 정규시즌
14,15,구천서,OB,0.205,54,94,78,16,1,1,1,6,0,3,10,2,16,0,4,1986,KBO 정규시즌
15,16,양승호,OB,0.203,62,147,123,25,2,0,0,8,1,1,14,4,12,6,4,1986,KBO 정규시즌
16,17,김대진,OB,0.190,57,91,84,16,3,0,4,10,0,0,7,0,17,1,0,1986,KBO 정규시즌
17,18,김경문,OB,0.183,86,202,180,33,6,1,0,11,0,3,10,2,19,2,3,1986,KBO 정규시즌
18,19,박노준,OB,0.173,19,54,52,9,1,2,0,1,0,2,2,0,2,2,1,1986,KBO 정규시즌
19,20,조범현,OB,0.169,41,71,65,11,1,1,1,6,3,1,3,0,6,0,3,1986,KBO 정규시즌
20,21,도이석,OB,0.154,34,18,13,2,1,0,0,3,1,1,5,0,1,1,0,1986,KBO 정규시즌
21,22,이근식,OB,0.143,8,8,7,1,0,0,0,0,0,0,1,0,2,0,0,1986,KBO 정규시즌
22,22,정종현,OB,0.143,7,8,7,1,0,0,0,0,0,0,0,1,2,1,0,1986,KBO 정규시즌
23,24,김명구,OB,0.125,19,19,16,2,0,0,0,1,0,0,1,0,3,0,1,1986,KBO 정규시즌
24,25,김영신,OB,0.091,10,11,11,1,0,0,0,0,0,0,0,0,1,1,1,1986,KBO 정규시즌
25,26,박칠성,OB,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
26,26,최동창,OB,0.000,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1986,KBO 정규시즌
0,1,구천서,OB,1.000,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 플레이오프
1,2,김경문,OB,0.429,4,9,7,3,0,0,0,1,0,0,2,0,2,0,0,1986,KBO 플레이오프
2,3,유지훤,OB,0.313,5,18,16,5,2,0,0,5,0,0,2,0,3,0,0,1986,KBO 플레이오프
3,4,윤동균,OB,0.294,5,18,17,5,2,0,0,0,1,0,1,0,0,1,0,1986,KBO 플레이오프
4,5,이종도,OB,0.231,5,16,13,3,1,0,1,2,1,0,2,0,1,1,0,1986,KBO 플레이오프
5,6,이승희,OB,0.222,5,21,18,4,1,0,0,0,0,1,3,0,3,0,0,1986,KBO 플레이오프
6,7,김형석,OB,0.200,5,21,20,4,0,0,0,0,0,0,1,0,3,0,0,1986,KBO 플레이오프
7,8,김광수,OB,0.188,5,21,16,3,0,0,0,1,0,3,3,0,3,0,1,1986,KBO 플레이오프
8,8,신경식,OB,0.188,5,19,16,3,1,0,0,0,0,0,1,0,1,1,1,1986,KBO 플레이오프
9,10,김광림,OB,0.000,5,8,8,0,0,0,0,0,0,0,0,0,1,0,0,1986,KBO 플레이오프
10,10,김호근,OB,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 플레이오프
11,10,도이석,OB,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 플레이오프
12,10,박종훈,OB,0.000,4,7,6,0,0,0,0,1,0,0,0,0,0,0,0,1986,KBO 플레이오프
13,10,박창언,OB,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 플레이오프
14,10,양승호,OB,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 플레이오프
15,10,이복근,OB,0.000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1986,KBO 플레이오프
16,10,조범현,OB,0.000,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 플레이오프
0,1,박희찬,롯데,0.75,5,5,4,3,1,0,0,0,0,0,1,0,0,0,0,1986,KBO 정규시즌
1,2,이창원,롯데,0.333,10,9,9,3,0,0,1,4,0,0,0,0,2,1,0,1986,KBO 정규시즌
2,3,김용희,롯데,0.293,83,321,290,85,11,3,8,37,2,1,26,3,18,6,1,1986,KBO 정규시즌
3,4,김용철,롯데,0.288,102,409,365,105,26,1,10,57,13,7,35,4,39,18,16,1986,KBO 정규시즌
4,5,홍문종,롯데,0.274,103,439,387,106,20,3,3,29,39,17,46,0,44,3,3,1986,KBO 정규시즌
5,6,정학수,롯데,0.271,99,352,299,81,11,2,1,26,5,2,39,1,33,4,5,1986,KBO 정규시즌
6,7,조성옥,롯데,0.253,105,337,293,74,7,5,0,15,2,7,23,0,17,2,4,1986,KBO 정규시즌
7,8,김용운,롯데,0.252,59,132,119,30,4,1,0,18,2,1,8,1,5,3,5,1986,KBO 정규시즌
8,9,한문연,롯데,0.25,86,257,228,57,10,0,2,16,0,1,15,1,19,3,6,1986,KBO 정규시즌
9,10,유두열,롯데,0.239,87,302,259,62,9,1,4,29,4,6,34,2,17,4,3,1986,KBO 정규시즌
10,11,김민호,롯데,0.233,93,306,279,65,12,2,4,29,3,3,19,2,31,10,6,1986,KBO 정규시즌
11,12,최계영,롯데,0.23,66,71,61,14,4,0,0,4,1,1,6,0,4,2,0,1986,KBO 정규시즌
12,13,한영준,롯데,0.226,89,262,235,53,11,2,1,19,4,0,14,4,26,3,12,1986,KBO 정규시즌
13,14,김석일,롯데,0.209,51,96,86,18,2,1,0,5,0,1,10,0,12,3,0,1986,KBO 정규시즌
14,15,임경택,롯데,0.208,32,55,48,10,0,1,0,7,0,0,3,1,2,1,0,1986,KBO 정규시즌
15,16,정영기,롯데,0.208,90,233,212,44,3,2,1,11,3,0,13,2,28,6,16,1986,KBO 정규시즌
16,17,김한조,롯데,0.207,56,96,82,17,1,0,0,3,1,0,9,1,8,2,1,1986,KBO 정규시즌
17,18,박영태,롯데,0.202,92,232,198,40,4,3,0,13,9,3,22,0,25,5,11,1986,KBO 정규시즌
18,19,박용성,롯데,0.194,53,86,72,14,2,0,0,1,1,0,9,2,12,3,0,1986,KBO 정규시즌
19,20,김성현,롯데,0.191,39,57,47,9,1,1,1,4,0,0,8,0,10,2,0,1986,KBO 정규시즌
20,21,김진근,롯데,0.148,38,29,27,4,1,0,1,5,0,1,2,0,3,1,0,1986,KBO 정규시즌
21,22,정인교,롯데,0.0,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1986,KBO 정규시즌
0,1,김진우,청보,0.286,91,353,301,86,19,4,8,41,9,6,38,7,44,13,7,1986,KBO 정규시즌
1,2,정구선,청보,0.262,108,443,389,102,15,1,13,42,3,1,40,4,41,5,12,1986,KBO 정규시즌
2,3,우경하,청보,0.262,100,337,309,81,11,0,5,18,3,5,20,5,39,4,3,1986,KBO 정규시즌
3,4,김경갑,청보,0.261,67,152,134,35,4,0,4,19,1,0,16,0,24,3,6,1986,KBO 정규시즌
4,5,김동기,청보,0.248,87,253,230,57,14,1,10,26,1,2,19,3,48,8,5,1986,KBO 정규시즌
5,6,김영균,청보,0.246,60,151,134,33,6,0,5,13,2,2,12,3,26,8,0,1986,KBO 정규시즌
6,7,김바위,청보,0.228,105,355,298,68,14,1,6,31,3,6,51,2,61,4,4,1986,KBO 정규시즌
7,8,이철성,청보,0.214,59,108,98,21,5,0,0,9,0,1,4,0,7,3,4,1986,KBO 정규시즌
8,9,정구왕,청보,0.212,92,170,151,32,3,1,2,11,7,5,11,4,17,4,4,1986,KBO 정규시즌
9,10,양승관,청보,0.205,93,330,303,62,17,0,7,26,3,6,17,2,57,8,4,1986,KBO 정규시즌
10,11,양후승,청보,0.194,71,111,93,18,1,0,1,5,2,3,11,1,19,2,6,1986,KBO 정규시즌
11,12,이광근,청보,0.18,23,62,50,9,2,0,0,4,1,3,7,1,8,1,0,1986,KBO 정규시즌
12,13,김경남,청보,0.175,81,170,154,27,7,0,3,10,2,2,7,1,20,4,2,1986,KBO 정규시즌
13,14,오덕환,청보,0.173,61,111,98,17,4,0,0,3,1,1,7,1,10,2,7,1986,KBO 정규시즌
14,15,최광묵,청보,0.167,23,19,18,3,0,0,0,0,0,0,1,0,2,0,0,1986,KBO 정규시즌
15,16,권두조,청보,0.162,108,358,303,49,6,1,0,11,2,3,27,3,33,4,17,1986,KBO 정규시즌
16,17,금광옥,청보,0.157,71,140,121,19,4,0,2,10,1,0,13,4,19,4,1,1986,KBO 정규시즌
17,18,김정수,청보,0.154,37,65,52,8,1,0,0,4,1,1,9,0,14,0,0,1986,KBO 정규시즌
18,19,김명성,청보,0.145,47,81,69,10,2,0,0,3,2,4,8,0,7,1,1,1986,KBO 정규시즌
19,20,이선웅,청보,0.141,67,139,128,18,3,1,0,6,3,0,9,1,17,7,7,1986,KBO 정규시즌
20,21,고광수,청보,0.0,4,5,5,0,0,0,0,0,0,0,0,0,2,0,0,1986,KBO 정규시즌
21,21,신성철,청보,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
22,21,이병억,청보,0.0,18,5,5,0,0,0,0,0,0,0,0,0,2,0,2,1986,KBO 정규시즌
23,21,조흥운,청보,0.0,18,7,5,0,0,0,0,0,0,1,0,0,2,0,0,1986,KBO 정규시즌
0,1,이강돈,빙그레,0.297,104,395,347,103,14,6,10,36,11,11,41,0,55,7,5,1986,KBO 정규시즌
1,2,김상국,빙그레,0.268,97,314,276,74,12,2,4,35,4,5,34,0,28,7,7,1986,KBO 정규시즌
2,3,김종수,빙그레,0.263,74,228,190,50,5,0,0,12,2,2,29,2,26,2,12,1986,KBO 정규시즌
3,4,강정길,빙그레,0.258,63,211,186,48,8,0,1,19,2,2,16,1,25,5,3,1986,KBO 정규시즌
4,5,전대영,빙그레,0.251,65,236,203,51,8,2,10,30,0,2,27,2,31,5,8,1986,KBO 정규시즌
5,6,고원부,빙그레,0.245,84,356,310,76,12,3,3,33,13,10,40,2,29,7,4,1986,KBO 정규시즌
6,7,황병일,빙그레,0.242,75,288,260,63,9,2,3,21,12,11,20,4,37,6,1,1986,KBO 정규시즌
7,8,김정태,빙그레,0.239,92,215,176,42,6,0,1,10,2,5,28,2,25,7,1,1986,KBO 정규시즌
8,9,유승안,빙그레,0.238,79,291,256,61,5,0,7,23,2,3,29,3,57,7,4,1986,KBO 정규시즌
9,10,윤홍식,빙그레,0.235,36,53,51,12,4,0,0,1,1,2,1,0,13,1,0,1986,KBO 정규시즌
10,11,이광길,빙그레,0.221,93,314,240,53,11,2,1,20,9,14,52,4,37,4,11,1986,KBO 정규시즌
11,12,김종윤,빙그레,0.221,46,81,68,15,2,1,0,1,3,3,10,0,16,0,0,1986,KBO 정규시즌
12,13,김성갑,빙그레,0.219,80,232,196,43,5,1,1,21,5,6,24,3,16,2,8,1986,KBO 정규시즌
13,14,김우열,빙그레,0.210,34,72,62,13,1,0,0,5,0,0,8,0,7,2,0,1986,KBO 정규시즌
14,15,이성수,빙그레,0.208,46,84,72,15,3,1,0,7,6,4,7,1,9,0,0,1986,KBO 정규시즌
15,16,김한근,빙그레,0.199,75,247,216,43,7,2,4,19,1,1,22,3,22,8,8,1986,KBO 정규시즌
16,17,김수길,빙그레,0.183,35,64,60,11,1,0,0,4,1,0,3,0,13,3,3,1986,KBO 정규시즌
17,18,유해덕,빙그레,0.182,41,37,33,6,1,0,0,0,2,2,4,0,5,0,1,1986,KBO 정규시즌
18,19,이석규,빙그레,0.173,40,62,52,9,1,0,1,4,1,0,7,0,7,2,3,1986,KBO 정규시즌
19,20,김성호,빙그레,0.172,30,36,29,5,1,0,0,0,0,0,4,1,5,0,0,1986,KBO 정규시즌
20,21,이정은,빙그레,0.171,35,77,70,12,5,1,0,7,0,1,5,1,14,0,1,1986,KBO 정규시즌
21,22,임순태,빙그레,0.154,12,29,26,4,0,0,0,2,2,0,2,0,4,0,3,1986,KBO 정규시즌
22,23,이군노,빙그레,0.143,26,16,14,2,0,0,0,1,0,1,2,0,1,1,2,1986,KBO 정규시즌
23,24,박찬,빙그레,0.103,17,29,29,3,0,0,0,1,0,0,0,0,5,2,0,1986,KBO 정규시즌
24,25,김현택,빙그레,0.067,9,19,15,1,0,0,0,1,0,0,3,1,5,1,0,1986,KBO 정규시즌
25,26,김종문,빙그레,0.000,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
26,26,박재천,빙그레,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
27,26,배원영,빙그레,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,KBO 정규시즌
28,26,송상진,빙그레,0.000,8,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1986,KBO 정규시즌
29,26,장훈,빙그레,0.000,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1986,KBO 정규시즌
0,1,김종모,해태,0.331,88,360,332,110,13,1,9,41,2,4,22,3,25,14,0,1987,KBO 정규시즌
1,2,김성한,해태,0.314,81,342,306,96,22,0,15,46,3,1,30,3,29,5,15,1987,KBO 정규시즌
2,3,서정환,해태,0.278,102,383,335,93,12,3,3,28,19,11,33,9,16,8,12,1987,KBO 정규시즌
3,4,백인수,해태,0.272,95,328,302,82,10,4,3,25,21,4,16,4,19,3,6,1987,KBO 정규시즌
4,5,김봉연,해태,0.271,98,380,339,92,11,2,6,39,1,2,27,4,23,13,0,1987,KBO 정규시즌
5,6,김일환,해태,0.264,55,102,87,23,5,0,0,12,0,1,10,1,15,5,1,1987,KBO 정규시즌
6,7,김만후,해태,0.25,2,4,4,1,0,0,0,0,0,0,0,0,2,0,1,1987,KBO 정규시즌
7,7,장진범,해태,0.25,18,20,20,5,1,0,0,3,0,1,0,0,3,0,1,1987,KBO 정규시즌
8,9,한대화,해태,0.236,94,358,301,71,16,0,13,36,5,2,47,5,38,9,12,1987,KBO 정규시즌
9,10,박철우,해태,0.234,29,54,47,11,1,0,1,4,0,0,4,0,9,0,0,1987,KBO 정규시즌
10,11,조재환,해태,0.232,87,269,237,55,7,0,0,7,1,3,28,0,16,4,0,1987,KBO 정규시즌
11,12,김일권,해태,0.229,63,204,175,40,6,0,0,10,16,8,17,0,15,3,1,1987,KBO 정규시즌
12,13,김무종,해태,0.226,89,280,243,55,8,1,7,31,1,1,22,3,42,7,7,1987,KBO 정규시즌
13,14,이건열,해태,0.216,41,81,74,16,2,0,1,4,0,0,5,1,10,2,2,1987,KBO 정규시즌
14,15,이순철,해태,0.215,98,299,265,57,12,1,6,29,12,5,24,5,31,6,8,1987,KBO 정규시즌
15,16,장채근,해태,0.208,40,88,77,16,4,0,3,9,1,0,6,0,14,2,4,1987,KBO 정규시즌
16,17,김준환,해태,0.204,63,188,167,34,7,0,2,23,2,0,15,0,28,4,1,1987,KBO 정규시즌
17,18,차영화,해태,0.2,39,83,70,14,4,0,0,6,5,1,5,1,3,4,3,1987,KBO 정규시즌
18,19,송일섭,해태,0.189,70,200,169,32,9,0,2,11,1,0,24,5,30,3,0,1987,KBO 정규시즌
19,20,조충열,해태,0.121,31,61,58,7,1,0,0,4,0,0,0,0,10,4,2,1987,KBO 정규시즌
20,21,선동열,해태,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 정규시즌
0,1,장채근,해태,1.000,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1987,KBO 플레이오프
1,2,차영화,해태,0.556,4,10,9,5,1,0,0,3,2,0,1,0,0,1,0,1987,KBO 플레이오프
2,3,한대화,해태,0.550,5,22,20,11,2,1,1,7,0,0,2,0,3,1,0,1987,KBO 플레이오프
3,4,서정환,해태,0.500,4,8,8,4,0,0,0,1,0,1,0,0,1,0,0,1987,KBO 플레이오프
4,5,김종모,해태,0.350,5,22,20,7,1,0,2,2,0,0,2,0,4,0,0,1987,KBO 플레이오프
5,6,김봉연,해태,0.333,5,17,15,5,2,0,0,0,0,0,1,0,0,2,0,1987,KBO 플레이오프
6,6,김준환,해태,0.333,5,17,15,5,3,0,0,1,0,0,2,0,1,1,0,1987,KBO 플레이오프
7,8,김성한,해태,0.238,5,23,21,5,0,0,1,2,1,1,1,0,3,0,1,1987,KBO 플레이오프
8,9,백인수,해태,0.222,5,22,18,4,0,0,1,4,1,1,3,0,1,0,0,1987,KBO 플레이오프
9,10,이순철,해태,0.200,5,22,20,4,1,0,0,0,3,0,1,0,1,0,0,1987,KBO 플레이오프
10,11,김무종,해태,0.077,5,18,13,1,0,0,0,0,0,0,3,0,2,0,1,1987,KBO 플레이오프
11,12,김일환,해태,0.000,4,6,5,0,0,0,0,0,0,0,1,0,0,0,0,1987,KBO 플레이오프
12,12,박철우,해태,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 플레이오프
13,12,송일섭,해태,0.000,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 플레이오프
14,12,조재환,해태,0.000,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 플레이오프
15,12,조충열,해태,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 플레이오프
0,1,김준환,해태,0.5,4,17,12,6,1,0,2,4,0,0,4,0,0,1,0,1987,KBO 한국시리즈
1,2,한대화,해태,0.357,4,17,14,5,0,0,1,2,0,0,3,0,4,0,1,1987,KBO 한국시리즈
2,3,김성한,해태,0.333,4,18,15,5,1,0,1,4,0,0,2,0,0,0,2,1987,KBO 한국시리즈
3,3,차영화,해태,0.333,3,10,9,3,0,0,0,1,1,0,1,0,1,0,0,1987,KBO 한국시리즈
4,5,백인수,해태,0.267,4,17,15,4,1,0,0,0,2,1,0,1,1,1,0,1987,KBO 한국시리즈
5,6,김일환,해태,0.25,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,1987,KBO 한국시리즈
6,7,이순철,해태,0.214,4,18,14,3,0,0,0,1,3,1,4,0,1,0,0,1987,KBO 한국시리즈
7,8,김무종,해태,0.2,4,15,15,3,1,0,0,2,0,0,0,0,4,0,0,1987,KBO 한국시리즈
8,8,김종모,해태,0.2,4,17,15,3,1,0,0,1,0,0,1,0,2,0,0,1987,KBO 한국시리즈
9,10,김봉연,해태,0.182,4,12,11,2,0,0,0,3,0,0,1,0,0,0,0,1987,KBO 한국시리즈
10,11,박철우,해태,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 한국시리즈
11,11,서정환,해태,0.0,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 한국시리즈
0,1,장효조,삼성,0.387,88,335,284,110,16,4,2,58,7,4,41,3,26,1,2,1987,KBO 정규시즌
1,2,이만수,삼성,0.344,85,357,299,103,14,1,18,76,6,2,47,4,23,16,3,1987,KBO 정규시즌
2,3,김성래,삼성,0.332,99,385,334,111,11,1,22,70,2,5,45,3,38,8,10,1987,KBO 정규시즌
3,4,오대석,삼성,0.326,76,272,242,79,13,2,6,40,5,3,20,3,26,7,4,1987,KBO 정규시즌
4,5,허규옥,삼성,0.326,94,345,319,104,17,7,3,39,25,5,21,2,45,4,8,1987,KBO 정규시즌
5,6,김동재,삼성,0.318,77,192,176,56,10,3,9,30,4,0,11,2,25,6,1,1987,KBO 정규시즌
6,7,손상득,삼성,0.295,37,65,61,18,2,0,0,6,0,1,1,0,5,2,2,1987,KBO 정규시즌
7,8,류중일,삼성,0.287,104,401,352,101,17,2,2,28,8,4,39,3,34,8,13,1987,KBO 정규시즌
8,9,박승호,삼성,0.286,82,222,189,54,10,0,4,35,1,2,24,7,15,3,0,1987,KBO 정규시즌
9,10,장태수,삼성,0.282,89,311,266,75,15,3,8,32,8,7,36,2,38,4,3,1987,KBO 정규시즌
10,11,홍승규,삼성,0.276,100,357,322,89,13,3,7,26,13,10,28,3,40,2,0,1987,KBO 정규시즌
11,12,이종두,삼성,0.27,99,336,304,82,8,1,10,38,14,2,22,4,44,11,5,1987,KBO 정규시즌
12,13,김용국,삼성,0.264,75,204,182,48,6,1,4,27,6,1,15,2,19,6,8,1987,KBO 정규시즌
13,14,김정수,삼성,0.25,4,8,8,2,0,0,0,1,0,0,0,0,3,0,0,1987,KBO 정규시즌
14,15,함학수,삼성,0.248,54,134,125,31,8,0,3,16,0,1,6,0,17,3,2,1987,KBO 정규시즌
15,16,구윤,삼성,0.243,44,74,70,17,1,0,0,6,0,1,4,0,13,3,0,1987,KBO 정규시즌
16,17,박정환,삼성,0.238,36,84,80,19,0,0,5,11,0,2,4,0,11,0,1,1987,KBO 정규시즌
17,18,김종갑,삼성,0.237,26,43,38,9,2,0,1,3,2,0,5,0,13,0,1,1987,KBO 정규시즌
18,19,정성룡,삼성,0.222,8,19,18,4,1,1,0,2,0,0,1,0,2,2,1,1987,KBO 정규시즌
19,20,최무영,삼성,0.161,26,39,31,5,0,0,1,3,1,1,6,2,6,0,0,1987,KBO 정규시즌
20,21,이성근,삼성,0.1,5,10,10,1,0,0,0,0,0,0,0,0,4,0,0,1987,KBO 정규시즌
21,22,홍순호,삼성,0.095,13,25,21,2,1,0,0,1,0,0,4,0,1,2,0,1987,KBO 정규시즌
0,1,함학수,삼성,0.500,2,4,4,2,0,0,0,0,1,0,0,0,0,0,0,1987,KBO 한국시리즈
1,2,박승호,삼성,0.400,4,5,5,2,0,0,0,0,0,0,0,0,2,0,0,1987,KBO 한국시리즈
2,3,이만수,삼성,0.385,4,16,13,5,0,0,1,4,3,0,3,0,0,0,2,1987,KBO 한국시리즈
