,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,년도,경기타입,SB,CS,BB,HBP,SO,GDP,E
0,24,유동훈,KIA,-,4,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
1,24,유용목,KIA,0.000,2,2,2,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
2,24,윤석민,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
3,24,임준혁,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
4,24,정성철,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
0,1,김경언,KIA,0.500,2,2,2,1,1,0,0,0,1,0,0,0,2009,KBO 시범경기,,,,,,,
1,2,김형철,KIA,0.333,6,3,3,1,1,0,0,0,1,0,0,0,2009,KBO 시범경기,,,,,,,
2,3,김상현,KIA,0.315,121,496,448,77,141,30,2,36,283,127,0,1,2009,KBO 시범경기,,,,,,,
3,4,최희섭,KIA,0.308,131,545,435,98,134,23,0,33,256,100,0,7,2009,KBO 시범경기,,,,,,,
4,5,김원섭,KIA,0.301,101,426,356,74,107,14,9,8,163,43,5,3,2009,KBO 시범경기,,,,,,,
5,6,김선빈,KIA,0.293,72,129,116,29,34,9,1,0,45,6,2,0,2009,KBO 시범경기,,,,,,,
6,7,장성호,KIA,0.284,88,312,271,39,77,11,3,7,115,39,0,0,2009,KBO 시범경기,,,,,,,
7,8,이종범,KIA,0.273,123,449,385,63,105,21,1,6,146,40,12,6,2009,KBO 시범경기,,,,,,,
8,9,이용규,KIA,0.266,50,201,169,32,45,8,3,0,59,14,6,0,2009,KBO 시범경기,,,,,,,
9,10,나지완,KIA,0.263,128,457,384,58,101,12,0,23,182,73,3,4,2009,KBO 시범경기,,,,,,,
10,11,홍세완,KIA,0.261,74,257,218,26,57,8,0,5,80,27,3,1,2009,KBO 시범경기,,,,,,,
11,12,최용규,KIA,0.259,51,57,54,10,14,0,0,1,17,5,0,0,2009,KBO 시범경기,,,,,,,
12,13,이현곤,KIA,0.253,120,428,363,35,92,15,0,2,113,33,15,6,2009,KBO 시범경기,,,,,,,
13,14,김종국,KIA,0.250,51,123,108,12,27,4,0,1,34,9,3,2,2009,KBO 시범경기,,,,,,,
14,15,최경환,KIA,0.243,47,85,74,14,18,3,0,1,24,6,0,1,2009,KBO 시범경기,,,,,,,
15,16,신종길,KIA,0.235,16,21,17,6,4,1,0,0,5,1,0,0,2009,KBO 시범경기,,,,,,,
16,17,안치홍,KIA,0.235,123,415,371,53,87,13,4,14,150,38,7,3,2009,KBO 시범경기,,,,,,,
17,18,이성우,KIA,0.231,13,14,13,2,3,1,0,0,4,2,0,0,2009,KBO 시범경기,,,,,,,
18,19,김상훈,KIA,0.230,124,441,379,35,87,14,0,12,137,65,8,4,2009,KBO 시범경기,,,,,,,
19,20,차일목,KIA,0.225,57,119,102,14,23,4,0,3,36,18,1,1,2009,KBO 시범경기,,,,,,,
20,21,이재주,KIA,0.194,51,133,108,11,21,1,1,4,36,21,0,1,2009,KBO 시범경기,,,,,,,
21,22,박기남,KIA,0.176,104,89,68,16,12,5,0,0,17,3,7,1,2009,KBO 시범경기,,,,,,,
22,23,이호신,KIA,0.063,13,19,16,1,1,0,0,0,1,2,2,0,2009,KBO 시범경기,,,,,,,
23,24,고우석,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
24,24,곽정철,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
25,24,김영수,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
26,24,박경태,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
27,24,박정규,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
28,24,손영민,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
29,24,손정훈,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
0,1,김경언,KIA,0.500,2,2,2,1,1,0,0,0,1,0,0,0,2009,KBO 와일드카드,,,,,,,
1,2,김형철,KIA,0.333,6,3,3,1,1,0,0,0,1,0,0,0,2009,KBO 와일드카드,,,,,,,
2,3,김상현,KIA,0.315,121,496,448,77,141,30,2,36,283,127,0,1,2009,KBO 와일드카드,,,,,,,
3,4,최희섭,KIA,0.308,131,545,435,98,134,23,0,33,256,100,0,7,2009,KBO 와일드카드,,,,,,,
4,5,김원섭,KIA,0.301,101,426,356,74,107,14,9,8,163,43,5,3,2009,KBO 와일드카드,,,,,,,
5,6,김선빈,KIA,0.293,72,129,116,29,34,9,1,0,45,6,2,0,2009,KBO 와일드카드,,,,,,,
6,7,장성호,KIA,0.284,88,312,271,39,77,11,3,7,115,39,0,0,2009,KBO 와일드카드,,,,,,,
7,8,이종범,KIA,0.273,123,449,385,63,105,21,1,6,146,40,12,6,2009,KBO 와일드카드,,,,,,,
8,9,이용규,KIA,0.266,50,201,169,32,45,8,3,0,59,14,6,0,2009,KBO 와일드카드,,,,,,,
9,10,나지완,KIA,0.263,128,457,384,58,101,12,0,23,182,73,3,4,2009,KBO 와일드카드,,,,,,,
10,11,홍세완,KIA,0.261,74,257,218,26,57,8,0,5,80,27,3,1,2009,KBO 와일드카드,,,,,,,
11,12,최용규,KIA,0.259,51,57,54,10,14,0,0,1,17,5,0,0,2009,KBO 와일드카드,,,,,,,
12,13,이현곤,KIA,0.253,120,428,363,35,92,15,0,2,113,33,15,6,2009,KBO 와일드카드,,,,,,,
13,14,김종국,KIA,0.250,51,123,108,12,27,4,0,1,34,9,3,2,2009,KBO 와일드카드,,,,,,,
14,15,최경환,KIA,0.243,47,85,74,14,18,3,0,1,24,6,0,1,2009,KBO 와일드카드,,,,,,,
15,16,신종길,KIA,0.235,16,21,17,6,4,1,0,0,5,1,0,0,2009,KBO 와일드카드,,,,,,,
16,17,안치홍,KIA,0.235,123,415,371,53,87,13,4,14,150,38,7,3,2009,KBO 와일드카드,,,,,,,
17,18,이성우,KIA,0.231,13,14,13,2,3,1,0,0,4,2,0,0,2009,KBO 와일드카드,,,,,,,
18,19,김상훈,KIA,0.230,124,441,379,35,87,14,0,12,137,65,8,4,2009,KBO 와일드카드,,,,,,,
19,20,차일목,KIA,0.225,57,119,102,14,23,4,0,3,36,18,1,1,2009,KBO 와일드카드,,,,,,,
20,21,이재주,KIA,0.194,51,133,108,11,21,1,1,4,36,21,0,1,2009,KBO 와일드카드,,,,,,,
21,22,박기남,KIA,0.176,104,89,68,16,12,5,0,0,17,3,7,1,2009,KBO 와일드카드,,,,,,,
22,23,이호신,KIA,0.063,13,19,16,1,1,0,0,0,1,2,2,0,2009,KBO 와일드카드,,,,,,,
23,24,고우석,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
24,24,곽정철,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
25,24,김영수,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
26,24,박경태,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
27,24,박정규,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
28,24,손영민,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
29,24,손정훈,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 와일드카드,,,,,,,
0,1,김정남,SK,0.500,2,2,2,,1,0,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,1,0
1,2,정상호,SK,0.429,7,28,21,,9,2,0,2,,4,,,2009,KBO 정규시즌,0,0,3,3,3,1,1
2,3,박정권,SK,0.393,7,30,28,,11,1,0,2,,9,,,2009,KBO 정규시즌,0,0,1,0,7,0,0
3,4,박재홍,SK,0.350,7,25,20,,7,1,0,1,,4,,,2009,KBO 정규시즌,1,1,3,0,4,0,1
4,5,이재원,SK,0.333,2,3,3,,1,1,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,0,0
5,6,박재상,SK,0.321,7,31,28,,9,3,0,0,,1,,,2009,KBO 정규시즌,0,0,2,0,5,0,0
6,7,나주환,SK,0.269,7,27,26,,7,2,0,0,,1,,,2009,KBO 정규시즌,0,1,0,0,8,0,2
7,8,김강민,SK,0.222,6,12,9,,2,0,0,0,,1,,,2009,KBO 정규시즌,0,0,0,1,3,0,0
8,9,조동화,SK,0.200,6,16,15,,3,0,0,1,,4,,,2009,KBO 정규시즌,0,0,0,0,2,0,0
9,10,정근우,SK,0.192,7,30,26,,5,1,0,0,,0,,,2009,KBO 정규시즌,1,1,1,1,5,0,0
10,11,이호준,SK,0.182,5,12,11,,2,0,0,1,,1,,,2009,KBO 정규시즌,0,0,1,0,3,1,0
11,12,김재현,SK,0.111,5,11,9,,1,0,0,0,,0,,,2009,KBO 정규시즌,0,0,2,0,2,0,0
12,12,최정,SK,0.111,7,28,18,,2,0,0,0,,2,,,2009,KBO 정규시즌,0,0,6,1,5,0,0
13,14,김연훈,SK,0.000,2,1,1,,0,0,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,0,0
14,14,김원형,SK,-,1,0,0,,0,0,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,0,0
15,14,모창민,SK,-,3,0,0,,0,0,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,0,0
16,14,박정환,SK,0.000,2,2,2,,0,0,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,0,0
17,14,정대현,SK,-,1,0,0,,0,0,0,0,,0,,,2009,KBO 정규시즌,0,0,0,0,0,0,0
0,28,김원형,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
1,28,엄정욱,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
2,28,오현근,SK,0.000,4,3,3,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
3,28,윤길현,SK,0.000,3,1,1,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
4,28,이승호,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
5,28,이승호,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
6,28,임성헌,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
7,28,정대현,SK,-,4,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
8,28,정우람,SK,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
9,28,채병용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
10,28,카도쿠라,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
0,1,허일상,SK,1.000,2,1,1,0,1,0,0,0,1,0,0,0,2009,KBO 시범경기,,,,,,,
1,2,김용우,SK,0.500,4,3,2,0,1,1,0,0,2,1,0,0,2009,KBO 시범경기,,,,,,,
2,2,하지호,SK,0.500,2,2,2,1,1,0,0,0,1,0,0,0,2009,KBO 시범경기,,,,,,,
3,4,윤요섭,SK,0.394,28,39,33,3,13,2,0,1,18,6,2,1,2009,KBO 시범경기,,,,,,,
4,5,정근우,SK,0.350,127,565,480,98,168,29,4,9,232,59,2,5,2009,KBO 시범경기,,,,,,,
5,6,이재원,SK,0.344,24,39,32,2,11,2,0,0,13,5,0,0,2009,KBO 시범경기,,,,,,,
6,7,권영진,SK,0.333,2,3,3,0,1,0,0,0,1,0,0,0,2009,KBO 시범경기,,,,,,,
7,8,김연훈,SK,0.319,68,159,141,25,45,9,0,1,57,17,5,3,2009,KBO 시범경기,,,,,,,
8,9,박정환,SK,0.317,45,67,60,4,19,4,0,1,26,9,2,0,2009,KBO 시범경기,,,,,,,
9,10,김재현,SK,0.301,112,359,289,45,87,18,0,10,135,51,0,1,2009,KBO 시범경기,,,,,,,
10,11,이호준,SK,0.298,103,340,299,40,89,14,1,16,153,55,1,4,2009,KBO 시범경기,,,,,,,
11,12,박재상,SK,0.295,133,614,515,84,152,31,4,15,236,81,20,5,2009,KBO 시범경기,,,,,,,
12,13,나주환,SK,0.288,118,454,382,60,110,13,0,15,168,65,20,4,2009,KBO 시범경기,,,,,,,
13,14,정상호,SK,0.288,101,312,264,37,76,15,0,12,127,49,8,5,2009,KBO 시범경기,,,,,,,
14,15,김정남,SK,0.286,15,26,21,4,6,1,0,1,10,2,1,0,2009,KBO 시범경기,,,,,,,
15,16,박정권,SK,0.276,131,511,446,70,123,27,0,25,225,76,8,2,2009,KBO 시범경기,,,,,,,
16,17,윤재국,SK,0.273,26,64,55,6,15,5,0,0,20,7,3,0,2009,KBO 시범경기,,,,,,,
17,18,박재홍,SK,0.270,113,376,315,53,85,12,0,12,133,46,4,4,2009,KBO 시범경기,,,,,,,
18,19,박경완,SK,0.268,65,246,198,32,53,10,0,12,99,38,11,2,2009,KBO 시범경기,,,,,,,
19,20,김강민,SK,0.267,104,382,341,48,91,18,3,12,151,42,11,1,2009,KBO 시범경기,,,,,,,
20,21,최정,SK,0.265,99,410,339,63,90,15,0,19,162,58,6,3,2009,KBO 시범경기,,,,,,,
21,22,모창민,SK,0.237,92,130,114,31,27,5,2,4,48,17,6,0,2009,KBO 시범경기,,,,,,,
22,23,안경현,SK,0.207,42,67,58,6,12,2,0,1,17,5,7,0,2009,KBO 시범경기,,,,,,,
23,24,이명기,SK,0.200,4,5,5,0,1,0,0,0,1,0,0,0,2009,KBO 시범경기,,,,,,,
24,25,정경배,SK,0.189,31,46,37,3,7,2,0,0,9,3,2,0,2009,KBO 시범경기,,,,,,,
25,26,손지환,SK,0.188,6,17,16,1,3,1,0,0,4,0,0,0,2009,KBO 시범경기,,,,,,,
26,27,조동화,SK,0.178,102,191,169,22,30,4,3,0,40,8,11,0,2009,KBO 시범경기,,,,,,,
27,28,김광현,SK,0.000,1,1,1,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
28,28,김기현,SK,0.000,1,1,1,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
29,28,김동건,SK,0.000,4,5,3,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
0,1,윤재국,SK,0.433,11,33,30,,13,2,2,0,,9,,,2009,KBO 와일드카드,0,1,2,0,6,1,0
1,2,박재홍,SK,0.368,8,22,19,,7,0,0,0,,2,,,2009,KBO 와일드카드,1,0,2,0,2,0,0
2,3,모창민,SK,0.333,3,12,6,,2,1,0,0,,2,,,2009,KBO 와일드카드,2,0,5,0,1,0,1
3,4,이호준,SK,0.308,9,29,26,,8,0,0,2,,7,,,2009,KBO 와일드카드,0,0,3,0,5,1,0
4,5,윤요섭,SK,0.303,12,37,33,,10,1,0,2,,10,,,2009,KBO 와일드카드,2,0,2,2,5,2,0
5,6,김재현,SK,0.300,9,33,30,,9,2,0,1,,5,,,2009,KBO 와일드카드,0,0,2,1,6,0,0
6,7,김정남,SK,0.273,8,11,11,,3,1,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,0,0,0
7,8,박재상,SK,0.259,9,33,27,,7,1,0,1,,1,,,2009,KBO 와일드카드,2,2,5,1,5,0,2
8,9,정근우,SK,0.250,2,8,8,,2,0,1,0,,1,,,2009,KBO 와일드카드,2,0,0,0,0,0,0
9,10,김연훈,SK,0.241,10,29,29,,7,1,0,0,,2,,,2009,KBO 와일드카드,2,0,0,0,1,0,1
10,10,안경현,SK,0.241,10,34,29,,7,1,0,1,,2,,,2009,KBO 와일드카드,0,0,5,0,2,0,1
11,12,박정권,SK,0.240,10,26,25,,6,1,0,0,,2,,,2009,KBO 와일드카드,1,0,1,0,9,1,0
12,13,나주환,SK,0.216,12,42,37,,8,0,0,0,,2,,,2009,KBO 와일드카드,2,2,3,0,8,1,2
13,14,조동화,SK,0.209,13,47,43,,9,1,0,0,,1,,,2009,KBO 와일드카드,3,0,1,1,10,0,0
14,15,박정환,SK,0.206,11,40,34,,7,1,1,1,,7,,,2009,KBO 와일드카드,2,0,5,0,8,0,1
15,16,박상현,SK,0.200,3,10,10,,2,0,0,0,,0,,,2009,KBO 와일드카드,1,0,0,0,3,0,0
16,17,오현근,SK,0.125,12,35,32,,4,1,0,0,,2,,,2009,KBO 와일드카드,3,1,3,0,4,0,0
17,18,김용우,SK,0.091,8,24,22,,2,0,0,0,,0,,,2009,KBO 와일드카드,0,2,1,1,7,0,0
18,19,권영진,SK,0.000,1,2,2,,0,0,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,0,0,0
19,19,김강민,SK,-,2,0,0,,0,0,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,0,0,0
20,19,김동건,SK,0.000,1,3,3,,0,0,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,1,0,0
21,19,박경완,SK,0.000,2,3,3,,0,0,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,2,0,0
22,19,최길성,SK,0.000,1,2,2,,0,0,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,1,1,0
23,19,최정,SK,0.000,2,7,7,,0,0,0,0,,0,,,2009,KBO 와일드카드,0,0,0,0,1,0,1
0,1,김연훈,SK,0.500,4,5,4,,2,0,0,0,,2,,,2009,KBO 한국시리즈,0,0,0,0,1,0,0
1,1,박정환,SK,0.500,4,6,6,,3,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,2,0,0
2,1,이재원,SK,0.500,4,7,6,,3,1,0,0,,1,,,2009,KBO 한국시리즈,1,0,1,0,2,0,0
3,4,박정권,SK,0.476,5,23,21,,10,4,0,3,,8,,,2009,KBO 한국시리즈,0,0,2,0,5,0,0
4,5,최정,SK,0.462,5,16,13,,6,0,0,2,,3,,,2009,KBO 한국시리즈,1,0,3,0,2,0,0
5,6,김강민,SK,0.357,5,14,14,,5,1,1,0,,3,,,2009,KBO 한국시리즈,0,0,0,0,2,0,0
6,7,박재홍,SK,0.235,5,19,17,,4,0,0,1,,2,,,2009,KBO 한국시리즈,0,1,2,0,4,1,0
7,8,정근우,SK,0.222,5,23,18,,4,2,0,0,,1,,,2009,KBO 한국시리즈,1,0,3,0,0,0,0
8,9,박재상,SK,0.217,5,23,23,,5,0,1,2,,5,,,2009,KBO 한국시리즈,0,0,0,0,7,2,0
9,10,정상호,SK,0.188,5,19,16,,3,0,0,1,,1,,,2009,KBO 한국시리즈,0,0,3,0,4,0,1
10,11,김재현,SK,0.182,5,13,11,,2,1,0,0,,1,,,2009,KBO 한국시리즈,0,0,2,0,1,0,0
11,12,나주환,SK,0.167,5,21,18,,3,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,1,4,0,0
12,13,조동화,SK,0.143,5,8,7,,1,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,1,0,2,0,0
13,14,김정남,SK,-,1,0,0,,0,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,0,0,0
14,14,이호준,SK,0.000,2,2,2,,0,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,2,0,0
0,21,조승수,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
1,21,지승민,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
2,21,진야곱,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
3,21,최주환,두산,0.000,9,11,10,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
0,21,조승수,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
1,21,지승민,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
2,21,진야곱,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
3,21,최주환,두산,0.000,9,11,10,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
0,1,최승환,두산,1.000,3,1,1,,1,0,0,0,,0,,,2009,KBO 플레이오프,0,0,0,0,0,0,0
1,2,김현수,두산,0.538,4,18,13,,7,1,1,2,,3,,,2009,KBO 플레이오프,0,0,5,0,2,0,0
2,3,오재원,두산,0.500,2,2,2,,1,0,0,0,,0,,,2009,KBO 플레이오프,0,1,0,0,1,0,0
3,3,임재철,두산,0.500,2,7,4,,2,1,0,0,,0,,,2009,KBO 플레이오프,2,0,2,1,0,0,0
4,5,김동주,두산,0.462,4,17,13,,6,1,0,1,,7,,,2009,KBO 플레이오프,0,0,3,1,2,0,0
5,6,이원석,두산,0.364,4,13,11,,4,0,0,0,,1,,,2009,KBO 플레이오프,0,0,1,0,2,0,0
6,7,고영민,두산,0.353,4,19,17,,6,0,0,0,,2,,,2009,KBO 플레이오프,2,0,1,0,1,2,0
7,8,최준석,두산,0.300,3,11,10,,3,1,0,0,,3,,,2009,KBO 플레이오프,0,0,1,0,4,0,0
8,9,이종욱,두산,0.278,4,19,18,,5,2,0,0,,2,,,2009,KBO 플레이오프,0,0,1,0,2,0,0
9,10,정수빈,두산,0.250,4,8,8,,2,0,0,0,,0,,,2009,KBO 플레이오프,0,0,0,0,1,0,0
10,11,민병헌,두산,0.200,3,10,10,,2,1,0,0,,0,,,2009,KBO 플레이오프,0,0,0,0,1,2,0
11,11,손시헌,두산,0.200,4,17,15,,3,1,0,0,,2,,,2009,KBO 플레이오프,0,0,1,1,3,1,0
12,13,이성열,두산,0.167,2,6,6,,1,0,0,0,,1,,,2009,KBO 플레이오프,0,0,0,0,1,0,0
13,14,용덕한,두산,0.083,4,15,12,,1,1,0,0,,3,,,2009,KBO 플레이오프,0,0,1,0,5,0,0
14,15,김재호,두산,0.000,2,2,2,,0,0,0,0,,0,,,2009,KBO 플레이오프,0,0,0,0,1,0,0
15,15,이재우,두산,-,1,0,0,,0,0,0,0,,0,,,2009,KBO 플레이오프,0,0,0,0,0,0,0
0,1,이성열,두산,0.400,3,5,5,,2,0,0,0,,1,,,2009,KBO 한국시리즈,0,1,0,0,2,0,0
1,2,이종욱,두산,0.313,5,23,16,,5,1,0,0,,1,,,2009,KBO 한국시리즈,2,1,5,2,4,0,0
2,3,고영민,두산,0.300,5,21,20,,6,2,0,3,,6,,,2009,KBO 한국시리즈,2,0,1,0,5,1,0
3,4,민병헌,두산,0.286,3,7,7,,2,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,2,0,0
4,5,김현수,두산,0.278,5,20,18,,5,0,0,1,,3,,,2009,KBO 한국시리즈,0,0,2,0,4,0,0
5,6,이원석,두산,0.267,4,15,15,,4,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,6,0,0
6,7,최승환,두산,0.250,3,4,4,,1,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,2,1,0
7,8,오재원,두산,0.200,4,6,5,,1,1,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,1,0,0
8,9,정수빈,두산,0.167,4,15,12,,2,0,0,0,,1,,,2009,KBO 한국시리즈,2,1,2,1,4,0,0
9,10,손시헌,두산,0.143,5,21,21,,3,1,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,4,0,1
10,10,최준석,두산,0.143,5,15,14,,2,0,0,1,,2,,,2009,KBO 한국시리즈,0,0,1,0,4,1,0
11,12,용덕한,두산,0.091,5,11,11,,1,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,3,0,0
12,13,김동주,두산,0.063,5,21,16,,1,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,4,1,6,0,1
13,14,김재호,두산,0.000,1,1,1,,0,0,0,0,,0,,,2009,KBO 한국시리즈,0,0,0,0,1,0,0
0,22,이정훈,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
1,22,임경완,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
2,22,장원준,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
3,22,최만호,롯데,0.000,13,5,4,1,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
4,22,하준호,롯데,-,1,0,0,1,0,0,0,0,0,0,0,0,2009,KBO 정규시즌,,,,,,,
0,1,오장훈,롯데,0.500,3,6,6,1,3,1,0,0,4,1,0,0,2009,KBO 시범경기,,,,,,,
1,2,홍성흔,롯데,0.371,119,487,426,71,158,33,0,12,227,64,0,7,2009,KBO 시범경기,,,,,,,
2,3,김주찬,롯데,0.310,109,479,435,77,135,30,5,7,196,51,4,6,2009,KBO 시범경기,,,,,,,
3,4,정보명,롯데,0.296,86,234,203,15,60,12,1,2,80,34,3,4,2009,KBO 시범경기,,,,,,,
4,5,조성환,롯데,0.294,76,294,269,35,79,19,0,8,122,36,1,3,2009,KBO 시범경기,,,,,,,
5,6,이대호,롯데,0.293,133,549,478,73,140,28,1,28,254,100,0,4,2009,KBO 시범경기,,,,,,,
6,7,박정준,롯데,0.285,63,216,186,33,53,12,1,5,82,25,3,1,2009,KBO 시범경기,,,,,,,
7,8,이인구,롯데,0.269,95,308,271,34,73,13,3,5,107,33,5,2,2009,KBO 시범경기,,,,,,,
8,9,가르시아,롯데,0.266,130,539,467,72,124,29,1,29,242,84,0,5,2009,KBO 시범경기,,,,,,,
9,10,장성우,롯데,0.265,44,112,98,14,26,6,0,1,35,12,2,3,2009,KBO 시범경기,,,,,,,
10,11,박종윤,롯데,0.260,47,136,123,9,32,8,1,2,48,19,2,2,2009,KBO 시범경기,,,,,,,
11,12,강민호,롯데,0.260,83,301,262,36,68,13,0,9,108,30,0,3,2009,KBO 시범경기,,,,,,,
12,13,이우민,롯데,0.259,102,194,162,25,42,7,0,0,49,15,9,1,2009,KBO 시범경기,,,,,,,
13,14,김민성,롯데,0.248,114,389,327,51,81,17,0,4,110,37,8,2,2009,KBO 시범경기,,,,,,,
14,15,정수근,롯데,0.237,15,68,59,9,14,0,0,1,17,7,3,1,2009,KBO 시범경기,,,,,,,
15,16,전준우,롯데,0.220,26,66,59,12,13,3,0,2,22,9,0,1,2009,KBO 시범경기,,,,,,,
16,17,박기혁,롯데,0.217,109,346,299,32,65,10,1,0,77,21,14,4,2009,KBO 시범경기,,,,,,,
17,17,최기문,롯데,0.217,54,136,115,17,25,6,0,2,37,10,3,0,2009,KBO 시범경기,,,,,,,
18,19,박준서,롯데,0.210,40,69,62,6,13,1,1,0,16,2,2,0,2009,KBO 시범경기,,,,,,,
19,20,손아섭,롯데,0.186,34,96,86,11,16,4,0,3,29,4,1,0,2009,KBO 시범경기,,,,,,,
20,21,문규현,롯데,0.167,11,18,18,2,3,0,0,1,6,3,0,0,2009,KBO 시범경기,,,,,,,
21,22,강영식,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
22,22,김일엽,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
23,22,배장호,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
24,22,서정호,롯데,0.000,2,1,1,0,0,0,0,0,0,0,0,0,2009,KBO 시범경기,,,,,,,
